,year,state,county,candidate,party,candidatevotes
45012,2016,Michigan,Van Buren,Other,,2126.0
45013,2016,Michigan,Washtenaw,Hillary Clinton,DEM,128483.0
45014,2016,Michigan,Washtenaw,Donald Trump,REP,50631.0
45015,2016,Michigan,Washtenaw,Other,,9464.0
45016,2016,Michigan,Wayne,Hillary Clinton,DEM,519444.0
45017,2016,Michigan,Wayne,Donald Trump,REP,228993.0
45018,2016,Michigan,Wayne,Other,,29401.0
45019,2016,Michigan,Wexford,Hillary Clinton,DEM,4436.0
45020,2016,Michigan,Wexford,Donald Trump,REP,10000.0
45021,2016,Michigan,Wexford,Other,,862.0
45022,2016,Minnesota,Aitkin,Hillary Clinton,DEM,3134.0
45023,2016,Minnesota,Aitkin,Donald Trump,REP,5516.0
45024,2016,Minnesota,Aitkin,Other,,581.0
45025,2016,Minnesota,Anoka,Hillary Clinton,DEM,75500.0
45026,2016,Minnesota,Anoka,Donald Trump,REP,93339.0
45027,2016,Minnesota,Anoka,Other,,16919.0
45028,2016,Minnesota,Becker,Hillary Clinton,DEM,5208.0
45029,2016,Minnesota,Becker,Donald Trump,REP,10880.0
45030,2016,Minnesota,Becker,Other,,1134.0
45031,2016,Minnesota,Beltrami,Hillary Clinton,DEM,8688.0
45032,2016,Minnesota,Beltrami,Donald Trump,REP,10783.0
45033,2016,Minnesota,Beltrami,Other,,2093.0
45034,2016,Minnesota,Benton,Hillary Clinton,DEM,5640.0
45035,2016,Minnesota,Benton,Donald Trump,REP,12872.0
45036,2016,Minnesota,Benton,Other,,1546.0
45037,2016,Minnesota,Big Stone,Hillary Clinton,DEM,921.0
45038,2016,Minnesota,Big Stone,Donald Trump,REP,1608.0
45039,2016,Minnesota,Big Stone,Other,,226.0
45040,2016,Minnesota,Blue Earth,Hillary Clinton,DEM,14428.0
45041,2016,Minnesota,Blue Earth,Donald Trump,REP,15667.0
45042,2016,Minnesota,Blue Earth,Other,,3498.0
45043,2016,Minnesota,Brown,Hillary Clinton,DEM,3763.0
45044,2016,Minnesota,Brown,Donald Trump,REP,8708.0
45045,2016,Minnesota,Brown,Other,,1308.0
45046,2016,Minnesota,Carlton,Hillary Clinton,DEM,8460.0
45047,2016,Minnesota,Carlton,Donald Trump,REP,8160.0
45048,2016,Minnesota,Carlton,Other,,1591.0
45049,2016,Minnesota,Carver,Hillary Clinton,DEM,21508.0
45050,2016,Minnesota,Carver,Donald Trump,REP,29056.0
45051,2016,Minnesota,Carver,Other,,5132.0
45052,2016,Minnesota,Cass,Hillary Clinton,DEM,4949.0
45053,2016,Minnesota,Cass,Donald Trump,REP,9982.0
45054,2016,Minnesota,Cass,Other,,1068.0
45055,2016,Minnesota,Chippewa,Hillary Clinton,DEM,1978.0
45056,2016,Minnesota,Chippewa,Donald Trump,REP,3764.0
45057,2016,Minnesota,Chippewa,Other,,480.0
45058,2016,Minnesota,Chisago,Hillary Clinton,DEM,9278.0
45059,2016,Minnesota,Chisago,Donald Trump,REP,18441.0
45060,2016,Minnesota,Chisago,Other,,2509.0
45061,2016,Minnesota,Clay,Hillary Clinton,DEM,12971.0
45062,2016,Minnesota,Clay,Donald Trump,REP,13543.0
45063,2016,Minnesota,Clay,Other,,2884.0
45064,2016,Minnesota,Clearwater,Hillary Clinton,DEM,1100.0
45065,2016,Minnesota,Clearwater,Donald Trump,REP,2925.0
45066,2016,Minnesota,Clearwater,Other,,220.0
45067,2016,Minnesota,Cook,Hillary Clinton,DEM,1912.0
45068,2016,Minnesota,Cook,Donald Trump,REP,1156.0
45069,2016,Minnesota,Cook,Other,,327.0
45070,2016,Minnesota,Cottonwood,Hillary Clinton,DEM,1678.0
45071,2016,Minnesota,Cottonwood,Donald Trump,REP,3679.0
45072,2016,Minnesota,Cottonwood,Other,,364.0
45073,2016,Minnesota,Crow Wing,Hillary Clinton,DEM,10982.0
45074,2016,Minnesota,Crow Wing,Donald Trump,REP,22287.0
45075,2016,Minnesota,Crow Wing,Other,,2573.0
45076,2016,Minnesota,Dakota,Hillary Clinton,DEM,110483.0
45077,2016,Minnesota,Dakota,Donald Trump,REP,99583.0
45078,2016,Minnesota,Dakota,Other,,21374.0
45079,2016,Minnesota,Dodge,Hillary Clinton,DEM,3102.0
45080,2016,Minnesota,Dodge,Donald Trump,REP,6527.0
45081,2016,Minnesota,Dodge,Other,,1025.0
45082,2016,Minnesota,Douglas,Hillary Clinton,DEM,6227.0
45083,2016,Minnesota,Douglas,Donald Trump,REP,13966.0
45084,2016,Minnesota,Douglas,Other,,1592.0
45085,2016,Minnesota,Faribault,Hillary Clinton,DEM,2153.0
45086,2016,Minnesota,Faribault,Donald Trump,REP,4659.0
45087,2016,Minnesota,Faribault,Other,,600.0
45088,2016,Minnesota,Fillmore,Hillary Clinton,DEM,3872.0
45089,2016,Minnesota,Fillmore,Donald Trump,REP,6271.0
45090,2016,Minnesota,Fillmore,Other,,912.0
45091,2016,Minnesota,Freeborn,Hillary Clinton,DEM,6041.0
45092,2016,Minnesota,Freeborn,Donald Trump,REP,8808.0
45093,2016,Minnesota,Freeborn,Other,,1202.0
45094,2016,Minnesota,Goodhue,Hillary Clinton,DEM,9446.0
45095,2016,Minnesota,Goodhue,Donald Trump,REP,14041.0
45096,2016,Minnesota,Goodhue,Other,,2230.0
45097,2016,Minnesota,Grant,Hillary Clinton,DEM,1105.0
45098,2016,Minnesota,Grant,Donald Trump,REP,2063.0
45099,2016,Minnesota,Grant,Other,,305.0
45100,2016,Minnesota,Hennepin,Hillary Clinton,DEM,429288.0
45101,2016,Minnesota,Hennepin,Donald Trump,REP,191770.0
45102,2016,Minnesota,Hennepin,Other,,58919.0
45103,2016,Minnesota,Houston,Hillary Clinton,DEM,4145.0
45104,2016,Minnesota,Houston,Donald Trump,REP,5616.0
45105,2016,Minnesota,Houston,Other,,843.0
45106,2016,Minnesota,Hubbard,Hillary Clinton,DEM,3423.0
45107,2016,Minnesota,Hubbard,Donald Trump,REP,7261.0
45108,2016,Minnesota,Hubbard,Other,,821.0
45109,2016,Minnesota,Isanti,Hillary Clinton,DEM,5657.0
45110,2016,Minnesota,Isanti,Donald Trump,REP,13635.0
45111,2016,Minnesota,Isanti,Other,,1724.0
45112,2016,Minnesota,Itasca,Hillary Clinton,DEM,9015.0
45113,2016,Minnesota,Itasca,Donald Trump,REP,12920.0
45114,2016,Minnesota,Itasca,Other,,1945.0
45115,2016,Minnesota,Jackson,Hillary Clinton,DEM,1492.0
45116,2016,Minnesota,Jackson,Donald Trump,REP,3609.0
45117,2016,Minnesota,Jackson,Other,,383.0
45118,2016,Minnesota,Kanabec,Hillary Clinton,DEM,2327.0
45119,2016,Minnesota,Kanabec,Donald Trump,REP,5230.0
45120,2016,Minnesota,Kanabec,Other,,620.0
45121,2016,Minnesota,Kandiyohi,Hillary Clinton,DEM,7266.0
45122,2016,Minnesota,Kandiyohi,Donald Trump,REP,12785.0
45123,2016,Minnesota,Kandiyohi,Other,,1721.0
45124,2016,Minnesota,Kittson,Hillary Clinton,DEM,823.0
45125,2016,Minnesota,Kittson,Donald Trump,REP,1349.0
45126,2016,Minnesota,Kittson,Other,,213.0
45127,2016,Minnesota,Koochiching,Hillary Clinton,DEM,2306.0
45128,2016,Minnesota,Koochiching,Donald Trump,REP,3569.0
45129,2016,Minnesota,Koochiching,Other,,488.0
45130,2016,Minnesota,Lac Qui Parle,Hillary Clinton,DEM,1305.0
45131,2016,Minnesota,Lac Qui Parle,Donald Trump,REP,2293.0
45132,2016,Minnesota,Lac Qui Parle,Other,,262.0
45133,2016,Minnesota,Lake,Hillary Clinton,DEM,3077.0
45134,2016,Minnesota,Lake,Donald Trump,REP,2932.0
45135,2016,Minnesota,Lake,Other,,512.0
45136,2016,Minnesota,Lake of the Woods,Hillary Clinton,DEM,553.0
45137,2016,Minnesota,Lake of the Woods,Donald Trump,REP,1540.0
45138,2016,Minnesota,Lake of the Woods,Other,,149.0
45139,2016,Minnesota,Le Sueur,Hillary Clinton,DEM,4623.0
45140,2016,Minnesota,Le Sueur,Donald Trump,REP,9182.0
45141,2016,Minnesota,Le Sueur,Other,,1166.0
45142,2016,Minnesota,Lincoln,Hillary Clinton,DEM,860.0
45143,2016,Minnesota,Lincoln,Donald Trump,REP,1931.0
45144,2016,Minnesota,Lincoln,Other,,228.0
45145,2016,Minnesota,Lyon,Hillary Clinton,DEM,3825.0
45146,2016,Minnesota,Lyon,Donald Trump,REP,7256.0
45147,2016,Minnesota,Lyon,Other,,1134.0
45148,2016,Minnesota,McLeod,Hillary Clinton,DEM,4978.0
45149,2016,Minnesota,McLeod,Donald Trump,REP,12155.0
45150,2016,Minnesota,McLeod,Other,,1674.0
45151,2016,Minnesota,Mahnomen,Hillary Clinton,DEM,930.0
45152,2016,Minnesota,Mahnomen,Donald Trump,REP,991.0
45153,2016,Minnesota,Mahnomen,Other,,167.0
45154,2016,Minnesota,Marshall,Hillary Clinton,DEM,1225.0
45155,2016,Minnesota,Marshall,Donald Trump,REP,3208.0
45156,2016,Minnesota,Marshall,Other,,384.0
45157,2016,Minnesota,Martin,Hillary Clinton,DEM,2733.0
45158,2016,Minnesota,Martin,Donald Trump,REP,7062.0
45159,2016,Minnesota,Martin,Other,,736.0
45160,2016,Minnesota,Meeker,Hillary Clinton,DEM,3191.0
45161,2016,Minnesota,Meeker,Donald Trump,REP,8104.0
45162,2016,Minnesota,Meeker,Other,,987.0
45163,2016,Minnesota,Mille Lacs,Hillary Clinton,DEM,3710.0
45164,2016,Minnesota,Mille Lacs,Donald Trump,REP,8340.0
45165,2016,Minnesota,Mille Lacs,Other,,967.0
45166,2016,Minnesota,Morrison,Hillary Clinton,DEM,3637.0
45167,2016,Minnesota,Morrison,Donald Trump,REP,12925.0
45168,2016,Minnesota,Morrison,Other,,1052.0
45169,2016,Minnesota,Mower,Hillary Clinton,DEM,7437.0
45170,2016,Minnesota,Mower,Donald Trump,REP,8823.0
45171,2016,Minnesota,Mower,Other,,1455.0
45172,2016,Minnesota,Murray,Hillary Clinton,DEM,1295.0
45173,2016,Minnesota,Murray,Donald Trump,REP,2974.0
45174,2016,Minnesota,Murray,Other,,399.0
45175,2016,Minnesota,Nicollet,Hillary Clinton,DEM,7886.0
45176,2016,Minnesota,Nicollet,Donald Trump,REP,8437.0
45177,2016,Minnesota,Nicollet,Other,,1774.0
45178,2016,Minnesota,Nobles,Hillary Clinton,DEM,2733.0
45179,2016,Minnesota,Nobles,Donald Trump,REP,5299.0
45180,2016,Minnesota,Nobles,Other,,600.0
45181,2016,Minnesota,Norman,Hillary Clinton,DEM,1264.0
45182,2016,Minnesota,Norman,Donald Trump,REP,1699.0
45183,2016,Minnesota,Norman,Other,,298.0
45184,2016,Minnesota,Olmsted,Hillary Clinton,DEM,36268.0
45185,2016,Minnesota,Olmsted,Donald Trump,REP,35668.0
45186,2016,Minnesota,Olmsted,Other,,8193.0
45187,2016,Minnesota,Otter Tail,Hillary Clinton,DEM,9340.0
45188,2016,Minnesota,Otter Tail,Donald Trump,REP,20939.0
45189,2016,Minnesota,Otter Tail,Other,,2221.0
45190,2016,Minnesota,Pennington,Hillary Clinton,DEM,2147.0
45191,2016,Minnesota,Pennington,Donald Trump,REP,4000.0
45192,2016,Minnesota,Pennington,Other,,568.0
45193,2016,Minnesota,Pine,Hillary Clinton,DEM,4580.0
45194,2016,Minnesota,Pine,Donald Trump,REP,8191.0
45195,2016,Minnesota,Pine,Other,,1040.0
45196,2016,Minnesota,Pipestone,Hillary Clinton,DEM,1127.0
45197,2016,Minnesota,Pipestone,Donald Trump,REP,3338.0
45198,2016,Minnesota,Pipestone,Other,,343.0
45199,2016,Minnesota,Polk,Hillary Clinton,DEM,4712.0
45200,2016,Minnesota,Polk,Donald Trump,REP,8979.0
45201,2016,Minnesota,Polk,Other,,1105.0
45202,2016,Minnesota,Pope,Hillary Clinton,DEM,2106.0
45203,2016,Minnesota,Pope,Donald Trump,REP,3793.0
45204,2016,Minnesota,Pope,Other,,420.0
45205,2016,Minnesota,Ramsey,Hillary Clinton,DEM,177738.0
45206,2016,Minnesota,Ramsey,Donald Trump,REP,70894.0
45207,2016,Minnesota,Ramsey,Other,,24511.0
45208,2016,Minnesota,Red Lake,Hillary Clinton,DEM,540.0
45209,2016,Minnesota,Red Lake,Donald Trump,REP,1141.0
45210,2016,Minnesota,Red Lake,Other,,200.0
45211,2016,Minnesota,Redwood,Hillary Clinton,DEM,1887.0
45212,2016,Minnesota,Redwood,Donald Trump,REP,5137.0
45213,2016,Minnesota,Redwood,Other,,587.0
45214,2016,Minnesota,Renville,Hillary Clinton,DEM,2117.0
45215,2016,Minnesota,Renville,Donald Trump,REP,4890.0
45216,2016,Minnesota,Renville,Other,,599.0
45217,2016,Minnesota,Rice,Hillary Clinton,DEM,14437.0
45218,2016,Minnesota,Rice,Donald Trump,REP,15429.0
45219,2016,Minnesota,Rice,Other,,2577.0
45220,2016,Minnesota,Rock,Hillary Clinton,DEM,1373.0
45221,2016,Minnesota,Rock,Donald Trump,REP,3091.0
45222,2016,Minnesota,Rock,Other,,375.0
45223,2016,Minnesota,Roseau,Hillary Clinton,DEM,1856.0
45224,2016,Minnesota,Roseau,Donald Trump,REP,5451.0
45225,2016,Minnesota,Roseau,Other,,497.0
45226,2016,Minnesota,Saint Louis,Hillary Clinton,DEM,57771.0
45227,2016,Minnesota,Saint Louis,Donald Trump,REP,44630.0
45228,2016,Minnesota,Saint Louis,Other,,10021.0
45229,2016,Minnesota,Scott,Hillary Clinton,DEM,28502.0
45230,2016,Minnesota,Scott,Donald Trump,REP,39948.0
45231,2016,Minnesota,Scott,Other,,6579.0
45232,2016,Minnesota,Sherburne,Hillary Clinton,DEM,13293.0
45233,2016,Minnesota,Sherburne,Donald Trump,REP,31053.0
45234,2016,Minnesota,Sherburne,Other,,3937.0
45235,2016,Minnesota,Sibley,Hillary Clinton,DEM,1954.0
45236,2016,Minnesota,Sibley,Donald Trump,REP,5193.0
45237,2016,Minnesota,Sibley,Other,,627.0
45238,2016,Minnesota,Stearns,Hillary Clinton,DEM,25576.0
45239,2016,Minnesota,Stearns,Donald Trump,REP,47617.0
45240,2016,Minnesota,Stearns,Other,,6399.0
45241,2016,Minnesota,Steele,Hillary Clinton,DEM,6241.0
45242,2016,Minnesota,Steele,Donald Trump,REP,11198.0
45243,2016,Minnesota,Steele,Other,,1740.0
45244,2016,Minnesota,Stevens,Hillary Clinton,DEM,2116.0
45245,2016,Minnesota,Stevens,Donald Trump,REP,2799.0
45246,2016,Minnesota,Stevens,Other,,483.0
45247,2016,Minnesota,Swift,Hillary Clinton,DEM,1686.0
45248,2016,Minnesota,Swift,Donald Trump,REP,2963.0
45249,2016,Minnesota,Swift,Other,,345.0
45250,2016,Minnesota,Todd,Hillary Clinton,DEM,2783.0
45251,2016,Minnesota,Todd,Donald Trump,REP,8485.0
45252,2016,Minnesota,Todd,Other,,725.0
45253,2016,Minnesota,Traverse,Hillary Clinton,DEM,630.0
45254,2016,Minnesota,Traverse,Donald Trump,REP,1049.0
45255,2016,Minnesota,Traverse,Other,,119.0
45256,2016,Minnesota,Wabasha,Hillary Clinton,DEM,3866.0
45257,2016,Minnesota,Wabasha,Donald Trump,REP,6989.0
45258,2016,Minnesota,Wabasha,Other,,977.0
45259,2016,Minnesota,Wadena,Hillary Clinton,DEM,1684.0
45260,2016,Minnesota,Wadena,Donald Trump,REP,4837.0
45261,2016,Minnesota,Wadena,Other,,413.0
45262,2016,Minnesota,Waseca,Hillary Clinton,DEM,2838.0
45263,2016,Minnesota,Waseca,Donald Trump,REP,5967.0
45264,2016,Minnesota,Waseca,Other,,848.0
45265,2016,Minnesota,Washington,Hillary Clinton,DEM,67086.0
45266,2016,Minnesota,Washington,Donald Trump,REP,64428.0
45267,2016,Minnesota,Washington,Other,,12721.0
45268,2016,Minnesota,Watonwan,Hillary Clinton,DEM,1814.0
45269,2016,Minnesota,Watonwan,Donald Trump,REP,2768.0
45270,2016,Minnesota,Watonwan,Other,,416.0
45271,2016,Minnesota,Wilkin,Hillary Clinton,DEM,893.0
45272,2016,Minnesota,Wilkin,Donald Trump,REP,2129.0
45273,2016,Minnesota,Wilkin,Other,,280.0
45274,2016,Minnesota,Winona,Hillary Clinton,DEM,11366.0
45275,2016,Minnesota,Winona,Donald Trump,REP,12122.0
45276,2016,Minnesota,Winona,Other,,2586.0
45277,2016,Minnesota,Wright,Hillary Clinton,DEM,20334.0
45278,2016,Minnesota,Wright,Donald Trump,REP,43274.0
45279,2016,Minnesota,Wright,Other,,6010.0
45280,2016,Minnesota,Yellow Medicine,Hillary Clinton,DEM,1524.0
45281,2016,Minnesota,Yellow Medicine,Donald Trump,REP,3382.0
45282,2016,Minnesota,Yellow Medicine,Other,,370.0
45283,2016,Mississippi,Adams,Hillary Clinton,DEM,7757.0
45284,2016,Mississippi,Adams,Donald Trump,REP,5874.0
45285,2016,Mississippi,Adams,Other,,205.0
45286,2016,Mississippi,Alcorn,Hillary Clinton,DEM,2684.0
45287,2016,Mississippi,Alcorn,Donald Trump,REP,11819.0
45288,2016,Mississippi,Alcorn,Other,,280.0
45289,2016,Mississippi,Amite,Hillary Clinton,DEM,2697.0
45290,2016,Mississippi,Amite,Donald Trump,REP,4289.0
45291,2016,Mississippi,Amite,Other,,64.0
45292,2016,Mississippi,Attala,Hillary Clinton,DEM,3242.0
45293,2016,Mississippi,Attala,Donald Trump,REP,4897.0
45294,2016,Mississippi,Attala,Other,,117.0
45295,2016,Mississippi,Benton,Hillary Clinton,DEM,1719.0
45296,2016,Mississippi,Benton,Donald Trump,REP,2251.0
45297,2016,Mississippi,Benton,Other,,43.0
45298,2016,Mississippi,Bolivar,Hillary Clinton,DEM,9046.0
45299,2016,Mississippi,Bolivar,Donald Trump,REP,4590.0
45300,2016,Mississippi,Bolivar,Other,,188.0
45301,2016,Mississippi,Calhoun,Hillary Clinton,DEM,1910.0
45302,2016,Mississippi,Calhoun,Donald Trump,REP,4390.0
45303,2016,Mississippi,Calhoun,Other,,96.0
45304,2016,Mississippi,Carroll,Hillary Clinton,DEM,1680.0
45305,2016,Mississippi,Carroll,Donald Trump,REP,3799.0
45306,2016,Mississippi,Carroll,Other,,49.0
45307,2016,Mississippi,Chickasaw,Hillary Clinton,DEM,3649.0
45308,2016,Mississippi,Chickasaw,Donald Trump,REP,4127.0
45309,2016,Mississippi,Chickasaw,Other,,114.0
45310,2016,Mississippi,Choctaw,Hillary Clinton,DEM,1218.0
45311,2016,Mississippi,Choctaw,Donald Trump,REP,2788.0
45312,2016,Mississippi,Choctaw,Other,,59.0
45313,2016,Mississippi,Claiborne,Hillary Clinton,DEM,3708.0
45314,2016,Mississippi,Claiborne,Donald Trump,REP,540.0
45315,2016,Mississippi,Claiborne,Other,,24.0
45316,2016,Mississippi,Clarke,Hillary Clinton,DEM,2585.0
45317,2016,Mississippi,Clarke,Donald Trump,REP,5137.0
45318,2016,Mississippi,Clarke,Other,,69.0
45319,2016,Mississippi,Clay,Hillary Clinton,DEM,5722.0
45320,2016,Mississippi,Clay,Donald Trump,REP,4150.0
45321,2016,Mississippi,Clay,Other,,131.0
45322,2016,Mississippi,Coahoma,Hillary Clinton,DEM,6378.0
45323,2016,Mississippi,Coahoma,Donald Trump,REP,2426.0
45324,2016,Mississippi,Coahoma,Other,,108.0
45325,2016,Mississippi,Copiah,Hillary Clinton,DEM,6741.0
45326,2016,Mississippi,Copiah,Donald Trump,REP,6103.0
45327,2016,Mississippi,Copiah,Other,,138.0
45328,2016,Mississippi,Covington,Hillary Clinton,DEM,3276.0
45329,2016,Mississippi,Covington,Donald Trump,REP,5435.0
45330,2016,Mississippi,Covington,Other,,100.0
45331,2016,Mississippi,DeSoto,Hillary Clinton,DEM,20591.0
45332,2016,Mississippi,DeSoto,Donald Trump,REP,43089.0
45333,2016,Mississippi,DeSoto,Other,,2015.0
45334,2016,Mississippi,Forrest,Hillary Clinton,DEM,11716.0
45335,2016,Mississippi,Forrest,Donald Trump,REP,15461.0
45336,2016,Mississippi,Forrest,Other,,887.0
45337,2016,Mississippi,Franklin,Hillary Clinton,DEM,1502.0
45338,2016,Mississippi,Franklin,Donald Trump,REP,2721.0
45339,2016,Mississippi,Franklin,Other,,67.0
45340,2016,Mississippi,George,Hillary Clinton,DEM,1027.0
45341,2016,Mississippi,George,Donald Trump,REP,8696.0
45342,2016,Mississippi,George,Other,,168.0
45343,2016,Mississippi,Greene,Hillary Clinton,DEM,974.0
45344,2016,Mississippi,Greene,Donald Trump,REP,4335.0
45345,2016,Mississippi,Greene,Other,,60.0
45346,2016,Mississippi,Grenada,Hillary Clinton,DEM,4424.0
45347,2016,Mississippi,Grenada,Donald Trump,REP,5970.0
45348,2016,Mississippi,Grenada,Other,,119.0
45349,2016,Mississippi,Hancock,Hillary Clinton,DEM,3344.0
45350,2016,Mississippi,Hancock,Donald Trump,REP,13811.0
45351,2016,Mississippi,Hancock,Other,,482.0
45352,2016,Mississippi,Harrison,Hillary Clinton,DEM,21169.0
45353,2016,Mississippi,Harrison,Donald Trump,REP,40354.0
45354,2016,Mississippi,Harrison,Other,,1790.0
45355,2016,Mississippi,Hinds,Hillary Clinton,DEM,67594.0
45356,2016,Mississippi,Hinds,Donald Trump,REP,25275.0
45357,2016,Mississippi,Hinds,Other,,1812.0
45358,2016,Mississippi,Holmes,Hillary Clinton,DEM,6689.0
45359,2016,Mississippi,Holmes,Donald Trump,REP,1309.0
45360,2016,Mississippi,Holmes,Other,,78.0
45361,2016,Mississippi,Humphreys,Hillary Clinton,DEM,3071.0
45362,2016,Mississippi,Humphreys,Donald Trump,REP,1151.0
45363,2016,Mississippi,Humphreys,Other,,31.0
45364,2016,Mississippi,Issaquena,Hillary Clinton,DEM,395.0
45365,2016,Mississippi,Issaquena,Donald Trump,REP,298.0
45366,2016,Mississippi,Issaquena,Other,,6.0
45367,2016,Mississippi,Itawamba,Hillary Clinton,DEM,1117.0
45368,2016,Mississippi,Itawamba,Donald Trump,REP,8470.0
45369,2016,Mississippi,Itawamba,Other,,150.0
45370,2016,Mississippi,Jackson,Hillary Clinton,DEM,14657.0
45371,2016,Mississippi,Jackson,Donald Trump,REP,33629.0
45372,2016,Mississippi,Jackson,Other,,1281.0
45373,2016,Mississippi,Jasper,Hillary Clinton,DEM,4368.0
45374,2016,Mississippi,Jasper,Donald Trump,REP,4038.0
45375,2016,Mississippi,Jasper,Other,,69.0
45376,2016,Mississippi,Jefferson,Hillary Clinton,DEM,3337.0
45377,2016,Mississippi,Jefferson,Donald Trump,REP,490.0
45378,2016,Mississippi,Jefferson,Other,,33.0
45379,2016,Mississippi,Jefferson Davis,Hillary Clinton,DEM,3720.0
45380,2016,Mississippi,Jefferson Davis,Donald Trump,REP,2466.0
45381,2016,Mississippi,Jefferson Davis,Other,,51.0
45382,2016,Mississippi,Jones,Hillary Clinton,DEM,7791.0
45383,2016,Mississippi,Jones,Donald Trump,REP,20133.0
45384,2016,Mississippi,Jones,Other,,428.0
45385,2016,Mississippi,Kemper,Hillary Clinton,DEM,2827.0
45386,2016,Mississippi,Kemper,Donald Trump,REP,1778.0
45387,2016,Mississippi,Kemper,Other,,34.0
45388,2016,Mississippi,Lafayette,Hillary Clinton,DEM,7969.0
45389,2016,Mississippi,Lafayette,Donald Trump,REP,10872.0
45390,2016,Mississippi,Lafayette,Other,,802.0
45391,2016,Mississippi,Lamar,Hillary Clinton,DEM,5190.0
45392,2016,Mississippi,Lamar,Donald Trump,REP,18751.0
45393,2016,Mississippi,Lamar,Other,,651.0
45394,2016,Mississippi,Lauderdale,Hillary Clinton,DEM,11269.0
45395,2016,Mississippi,Lauderdale,Donald Trump,REP,17741.0
45396,2016,Mississippi,Lauderdale,Other,,496.0
45397,2016,Mississippi,Lawrence,Hillary Clinton,DEM,2195.0
45398,2016,Mississippi,Lawrence,Donald Trump,REP,4091.0
45399,2016,Mississippi,Lawrence,Other,,78.0
45400,2016,Mississippi,Leake,Hillary Clinton,DEM,3584.0
45401,2016,Mississippi,Leake,Donald Trump,REP,4782.0
45402,2016,Mississippi,Leake,Other,,83.0
45403,2016,Mississippi,Lee,Hillary Clinton,DEM,10029.0
45404,2016,Mississippi,Lee,Donald Trump,REP,22220.0
45405,2016,Mississippi,Lee,Other,,664.0
45406,2016,Mississippi,Leflore,Hillary Clinton,DEM,7787.0
45407,2016,Mississippi,Leflore,Donald Trump,REP,3212.0
45408,2016,Mississippi,Leflore,Other,,141.0
45409,2016,Mississippi,Lincoln,Hillary Clinton,DEM,4458.0
45410,2016,Mississippi,Lincoln,Donald Trump,REP,10550.0
45411,2016,Mississippi,Lincoln,Other,,185.0
45412,2016,Mississippi,Lowndes,Hillary Clinton,DEM,11819.0
45413,2016,Mississippi,Lowndes,Donald Trump,REP,13271.0
45414,2016,Mississippi,Lowndes,Other,,485.0
45415,2016,Mississippi,Madison,Hillary Clinton,DEM,20343.0
45416,2016,Mississippi,Madison,Donald Trump,REP,28265.0
45417,2016,Mississippi,Madison,Other,,1194.0
45418,2016,Mississippi,Marion,Hillary Clinton,DEM,3677.0
45419,2016,Mississippi,Marion,Donald Trump,REP,7836.0
45420,2016,Mississippi,Marion,Other,,180.0
45421,2016,Mississippi,Marshall,Hillary Clinton,DEM,8023.0
45422,2016,Mississippi,Marshall,Donald Trump,REP,6587.0
45423,2016,Mississippi,Marshall,Other,,229.0
45424,2016,Mississippi,Monroe,Hillary Clinton,DEM,5524.0
45425,2016,Mississippi,Monroe,Donald Trump,REP,10167.0
45426,2016,Mississippi,Monroe,Other,,193.0
45427,2016,Mississippi,Montgomery,Hillary Clinton,DEM,2115.0
45428,2016,Mississippi,Montgomery,Donald Trump,REP,2818.0
45429,2016,Mississippi,Montgomery,Other,,63.0
45430,2016,Mississippi,Neshoba,Hillary Clinton,DEM,2715.0
45431,2016,Mississippi,Neshoba,Donald Trump,REP,7679.0
45432,2016,Mississippi,Neshoba,Other,,159.0
45433,2016,Mississippi,Newton,Hillary Clinton,DEM,2756.0
45434,2016,Mississippi,Newton,Donald Trump,REP,6548.0
45435,2016,Mississippi,Newton,Other,,134.0
45436,2016,Mississippi,Noxubee,Hillary Clinton,DEM,4347.0
45437,2016,Mississippi,Noxubee,Donald Trump,REP,1200.0
45438,2016,Mississippi,Noxubee,Other,,27.0
45439,2016,Mississippi,Oktibbeha,Hillary Clinton,DEM,8859.0
45440,2016,Mississippi,Oktibbeha,Donald Trump,REP,8576.0
45441,2016,Mississippi,Oktibbeha,Other,,689.0
45442,2016,Mississippi,Panola,Hillary Clinton,DEM,7431.0
45443,2016,Mississippi,Panola,Donald Trump,REP,7449.0
45444,2016,Mississippi,Panola,Other,,184.0
45445,2016,Mississippi,Pearl River,Hillary Clinton,DEM,3604.0
45446,2016,Mississippi,Pearl River,Donald Trump,REP,17782.0
45447,2016,Mississippi,Pearl River,Other,,497.0
45448,2016,Mississippi,Perry,Hillary Clinton,DEM,1220.0
45449,2016,Mississippi,Perry,Donald Trump,REP,4135.0
45450,2016,Mississippi,Perry,Other,,77.0
45451,2016,Mississippi,Pike,Hillary Clinton,DEM,8043.0
45452,2016,Mississippi,Pike,Donald Trump,REP,8009.0
45453,2016,Mississippi,Pike,Other,,258.0
45454,2016,Mississippi,Pontotoc,Hillary Clinton,DEM,2386.0
45455,2016,Mississippi,Pontotoc,Donald Trump,REP,10336.0
45456,2016,Mississippi,Pontotoc,Other,,262.0
45457,2016,Mississippi,Prentiss,Hillary Clinton,DEM,2067.0
45458,2016,Mississippi,Prentiss,Donald Trump,REP,7648.0
45459,2016,Mississippi,Prentiss,Other,,157.0
45460,2016,Mississippi,Quitman,Hillary Clinton,DEM,2312.0
45461,2016,Mississippi,Quitman,Donald Trump,REP,1001.0
