,year,state,county,candidate,party,candidatevotes
73080,2020,Vermont,Swanton,Brooke Paige,GOP,17.0
73081,2020,Vermont,Swanton,Kanye West,IND,16.0
73083,2020,Vermont,Swanton,Christopher LaFontaine,IND,10.0
73084,2020,Vermont,Swanton,Brian Carroll,ASP,4.0
73085,2020,Vermont,Swanton,Howie Hawkins,GRN,4.0
73086,2020,Vermont,Swanton,Don Blankenship,CST,2.0
73087,2020,Vermont,Swanton,Phil Collins,PRO,2.0
73088,2020,Vermont,Swanton,Richard Duncan,IND,2.0
73089,2020,Vermont,Swanton,Alyson Kennedy,SWP,2.0
73090,2020,Vermont,Swanton,Kyle Kopitke,IAP,1.0
73091,2020,Vermont,Swanton,Brock Pierce,IND,1.0
73092,2020,Vermont,Swanton,Gary Swing,BFP,1.0
73099,2020,Vermont,Thetford,Joe Biden,DEM,1448.0
73100,2020,Vermont,Thetford,Donald Trump,REP,409.0
73101,2020,Vermont,Thetford,Jo Jorgensen,LIB,11.0
73102,2020,Vermont,Thetford,Howie Hawkins,GRN,7.0
73103,2020,Vermont,Thetford,Brooke Paige,GOP,7.0
73104,2020,Vermont,Thetford,Christopher LaFontaine,IND,5.0
73105,2020,Vermont,Thetford,Kanye West,IND,5.0
73107,2020,Vermont,Thetford,Brian Carroll,ASP,3.0
73108,2020,Vermont,Thetford,Phil Collins,PRO,3.0
73109,2020,Vermont,Thetford,Alyson Kennedy,SWP,2.0
73110,2020,Vermont,Thetford,Jerome Segal,BAR,2.0
73111,2020,Vermont,Thetford,Gary Swing,BFP,2.0
73112,2020,Vermont,Thetford,Richard Duncan,IND,1.0
73121,2020,Vermont,Bethel,Joe Biden,DEM,728.0
73122,2020,Vermont,Bethel,Donald Trump,REP,381.0
73123,2020,Vermont,Bethel,Jo Jorgensen,LIB,15.0
73124,2020,Vermont,Bethel,Brooke Paige,GOP,6.0
73126,2020,Vermont,Bethel,Howie Hawkins,GRN,4.0
73127,2020,Vermont,Bethel,Christopher LaFontaine,IND,3.0
73128,2020,Vermont,Bethel,Kanye West,IND,2.0
73129,2020,Vermont,Bethel,Don Blankenship,CST,1.0
73130,2020,Vermont,Bethel,Gloria La Riva,PSL,1.0
73143,2020,Vermont,Addison,Joe Biden,DEM,445.0
73144,2020,Vermont,Addison,Donald Trump,REP,379.0
73145,2020,Vermont,Addison,Jo Jorgensen,LIB,15.0
73146,2020,Vermont,Addison,Kanye West,IND,6.0
73147,2020,Vermont,Addison,Brooke Paige,GOP,5.0
73148,2020,Vermont,Addison,Christopher LaFontaine,IND,4.0
73150,2020,Vermont,Addison,Brian Carroll,ASP,3.0
73151,2020,Vermont,Addison,Alyson Kennedy,SWP,3.0
73152,2020,Vermont,Addison,Howie Hawkins,GRN,2.0
73153,2020,Vermont,Addison,Don Blankenship,CST,1.0
73154,2020,Vermont,Addison,Rocky De La Fuente,ALI,1.0
73155,2020,Vermont,Addison,Kyle Kopitke,IAP,1.0
73156,2020,Vermont,Addison,Jerome Segal,BAR,1.0
73165,2020,Vermont,Tinmouth,Joe Biden,DEM,170.0
73166,2020,Vermont,Tinmouth,Donald Trump,REP,163.0
73167,2020,Vermont,Tinmouth,Jo Jorgensen,LIB,4.0
73168,2020,Vermont,Tinmouth,Don Blankenship,CST,1.0
73169,2020,Vermont,Tinmouth,Richard Duncan,IND,1.0
73170,2020,Vermont,Tinmouth,Alyson Kennedy,SWP,1.0
73171,2020,Vermont,Tinmouth,Christopher LaFontaine,IND,1.0
73187,2020,Vermont,Topsham,Donald Trump,REP,356.0
73188,2020,Vermont,Topsham,Joe Biden,DEM,273.0
73189,2020,Vermont,Topsham,Jo Jorgensen,LIB,4.0
73190,2020,Vermont,Topsham,Brian Carroll,ASP,2.0
73191,2020,Vermont,Topsham,Howie Hawkins,GRN,2.0
73192,2020,Vermont,Topsham,Christopher LaFontaine,IND,2.0
73193,2020,Vermont,Topsham,Brooke Paige,GOP,2.0
73195,2020,Vermont,Topsham,Gloria La Riva,PSL,1.0
73196,2020,Vermont,Topsham,Keith McCormic,BMP,1.0
73197,2020,Vermont,Topsham,Kanye West,IND,1.0
73209,2020,Vermont,Townshend,Joe Biden,DEM,553.0
73210,2020,Vermont,Townshend,Donald Trump,REP,191.0
73211,2020,Vermont,Townshend,Jo Jorgensen,LIB,8.0
73213,2020,Vermont,Townshend,Christopher LaFontaine,IND,2.0
73214,2020,Vermont,Townshend,Brooke Paige,GOP,2.0
73215,2020,Vermont,Townshend,Gary Swing,BFP,2.0
73216,2020,Vermont,Townshend,Richard Duncan,IND,1.0
73217,2020,Vermont,Townshend,Howie Hawkins,GRN,1.0
73218,2020,Vermont,Townshend,Kanye West,IND,1.0
73231,2020,Vermont,Troy,Donald Trump,REP,394.0
73232,2020,Vermont,Troy,Joe Biden,DEM,370.0
73233,2020,Vermont,Troy,Jo Jorgensen,LIB,17.0
73235,2020,Vermont,Troy,Brooke Paige,GOP,3.0
73236,2020,Vermont,Troy,Don Blankenship,CST,1.0
73237,2020,Vermont,Troy,Rocky De La Fuente,ALI,1.0
73238,2020,Vermont,Troy,Richard Duncan,IND,1.0
73239,2020,Vermont,Troy,Howie Hawkins,GRN,1.0
73240,2020,Vermont,Troy,Christopher LaFontaine,IND,1.0
73241,2020,Vermont,Troy,Jerome Segal,BAR,1.0
73242,2020,Vermont,Troy,Kanye West,IND,1.0
73253,2020,Vermont,Tunbridge,Joe Biden,DEM,514.0
73254,2020,Vermont,Tunbridge,Donald Trump,REP,314.0
73256,2020,Vermont,Tunbridge,Brooke Paige,GOP,7.0
73257,2020,Vermont,Tunbridge,Jo Jorgensen,LIB,6.0
73258,2020,Vermont,Tunbridge,Christopher LaFontaine,IND,5.0
73259,2020,Vermont,Tunbridge,Richard Duncan,IND,2.0
73260,2020,Vermont,Tunbridge,Howie Hawkins,GRN,2.0
73261,2020,Vermont,Tunbridge,Alyson Kennedy,SWP,2.0
73262,2020,Vermont,Tunbridge,Jerome Segal,BAR,1.0
73263,2020,Vermont,Tunbridge,Kanye West,IND,1.0
73275,2020,Vermont,Underhill,Joe Biden,DEM,1633.0
73276,2020,Vermont,Underhill,Donald Trump,REP,526.0
73277,2020,Vermont,Underhill,Jo Jorgensen,LIB,25.0
73279,2020,Vermont,Underhill,Howie Hawkins,GRN,5.0
73280,2020,Vermont,Underhill,Brooke Paige,GOP,5.0
73281,2020,Vermont,Underhill,Kanye West,IND,5.0
73282,2020,Vermont,Underhill,Rocky De La Fuente,ALI,4.0
73283,2020,Vermont,Underhill,Don Blankenship,CST,3.0
73284,2020,Vermont,Underhill,Christopher LaFontaine,IND,2.0
73285,2020,Vermont,Underhill,Brian Carroll,ASP,1.0
73286,2020,Vermont,Underhill,Blake Huber,APV,1.0
73287,2020,Vermont,Underhill,Kyle Kopitke,IAP,1.0
73288,2020,Vermont,Underhill,Keith McCormic,BMP,1.0
73289,2020,Vermont,Underhill,Brock Pierce,IND,1.0
73290,2020,Vermont,Underhill,Gary Swing,BFP,1.0
73297,2020,Vermont,Vergennes,Joe Biden,DEM,1016.0
73298,2020,Vermont,Vergennes,Donald Trump,REP,428.0
73299,2020,Vermont,Vergennes,Jo Jorgensen,LIB,15.0
73300,2020,Vermont,Vergennes,Howie Hawkins,GRN,5.0
73301,2020,Vermont,Vergennes,Kanye West,IND,5.0
73303,2020,Vermont,Vergennes,Keith McCormic,BMP,3.0
73304,2020,Vermont,Vergennes,Richard Duncan,IND,1.0
73305,2020,Vermont,Vergennes,Gary Swing,BFP,1.0
73319,2020,Vermont,Vernon,Joe Biden,DEM,718.0
73320,2020,Vermont,Vernon,Donald Trump,REP,549.0
73321,2020,Vermont,Vernon,Jo Jorgensen,LIB,14.0
73322,2020,Vermont,Vernon,Brooke Paige,GOP,7.0
73323,2020,Vermont,Vernon,Howie Hawkins,GRN,4.0
73324,2020,Vermont,Vernon,Kanye West,IND,2.0
73326,2020,Vermont,Vernon,Don Blankenship,CST,1.0
73327,2020,Vermont,Vernon,Brian Carroll,ASP,1.0
73328,2020,Vermont,Vernon,Christopher LaFontaine,IND,1.0
73329,2020,Vermont,Vernon,Gloria La Riva,PSL,1.0
73341,2020,Vermont,Vershire,Joe Biden,DEM,264.0
73342,2020,Vermont,Vershire,Donald Trump,REP,134.0
73344,2020,Vermont,Vershire,Jo Jorgensen,LIB,5.0
73345,2020,Vermont,Vershire,Howie Hawkins,GRN,4.0
73346,2020,Vermont,Vershire,Brooke Paige,GOP,4.0
73347,2020,Vermont,Vershire,Christopher LaFontaine,IND,3.0
73348,2020,Vermont,Vershire,Gloria La Riva,PSL,3.0
73349,2020,Vermont,Vershire,Phil Collins,PRO,1.0
73350,2020,Vermont,Vershire,Keith McCormic,BMP,1.0
73351,2020,Vermont,Vershire,Gary Swing,BFP,1.0
73363,2020,Vermont,Victory,Donald Trump,REP,36.0
73364,2020,Vermont,Victory,Joe Biden,DEM,17.0
73365,2020,Vermont,Victory,Brooke Paige,GOP,1.0
73385,2020,Vermont,Bloomfield,Donald Trump,REP,73.0
73386,2020,Vermont,Bloomfield,Joe Biden,DEM,55.0
73387,2020,Vermont,Bloomfield,Blake Huber,APV,1.0
73388,2020,Vermont,Bloomfield,Brooke Paige,GOP,1.0
73407,2020,Vermont,Waitsfield,Joe Biden,DEM,1023.0
73408,2020,Vermont,Waitsfield,Donald Trump,REP,200.0
73409,2020,Vermont,Waitsfield,Howie Hawkins,GRN,7.0
73410,2020,Vermont,Waitsfield,Christopher LaFontaine,IND,5.0
73411,2020,Vermont,Waitsfield,Kanye West,IND,4.0
73412,2020,Vermont,Waitsfield,Jo Jorgensen,LIB,3.0
73413,2020,Vermont,Waitsfield,Gloria La Riva,PSL,2.0
73414,2020,Vermont,Waitsfield,Richard Duncan,IND,1.0
73415,2020,Vermont,Waitsfield,Brooke Paige,GOP,1.0
73416,2020,Vermont,Waitsfield,Gary Swing,BFP,1.0
73429,2020,Vermont,Walden,Joe Biden,DEM,351.0
73430,2020,Vermont,Walden,Donald Trump,REP,207.0
73431,2020,Vermont,Walden,Brooke Paige,GOP,8.0
73432,2020,Vermont,Walden,Jo Jorgensen,LIB,4.0
73433,2020,Vermont,Walden,Kanye West,IND,4.0
73434,2020,Vermont,Walden,Christopher LaFontaine,IND,2.0
73435,2020,Vermont,Walden,Gloria La Riva,PSL,2.0
73436,2020,Vermont,Walden,Gary Swing,BFP,2.0
73438,2020,Vermont,Walden,Richard Duncan,IND,1.0
73439,2020,Vermont,Walden,Howie Hawkins,GRN,1.0
73440,2020,Vermont,Walden,Alyson Kennedy,SWP,1.0
73441,2020,Vermont,Walden,Jerome Segal,BAR,1.0
73451,2020,Vermont,Wallingford,Joe Biden,DEM,703.0
73452,2020,Vermont,Wallingford,Donald Trump,REP,563.0
73453,2020,Vermont,Wallingford,Jo Jorgensen,LIB,10.0
73454,2020,Vermont,Wallingford,Kanye West,IND,5.0
73455,2020,Vermont,Wallingford,Christopher LaFontaine,IND,4.0
73456,2020,Vermont,Wallingford,Howie Hawkins,GRN,3.0
73458,2020,Vermont,Wallingford,Don Blankenship,CST,2.0
73459,2020,Vermont,Wallingford,Alyson Kennedy,SWP,1.0
73460,2020,Vermont,Wallingford,Kyle Kopitke,IAP,1.0
73461,2020,Vermont,Wallingford,Gloria La Riva,PSL,1.0
73462,2020,Vermont,Wallingford,Keith McCormic,BMP,1.0
73463,2020,Vermont,Wallingford,Brooke Paige,GOP,1.0
73473,2020,Vermont,Waltham,Joe Biden,DEM,216.0
73474,2020,Vermont,Waltham,Donald Trump,REP,102.0
73475,2020,Vermont,Waltham,Jo Jorgensen,LIB,2.0
73477,2020,Vermont,Waltham,Howie Hawkins,GRN,1.0
73478,2020,Vermont,Waltham,Christopher LaFontaine,IND,1.0
73479,2020,Vermont,Waltham,Zachary Scalf,IND,1.0
73480,2020,Vermont,Waltham,Kanye West,IND,1.0
73495,2020,Vermont,Wardsboro,Joe Biden,DEM,325.0
73496,2020,Vermont,Wardsboro,Donald Trump,REP,159.0
73497,2020,Vermont,Wardsboro,Christopher LaFontaine,IND,2.0
73498,2020,Vermont,Wardsboro,Kanye West,IND,2.0
73499,2020,Vermont,Wardsboro,Richard Duncan,IND,1.0
73500,2020,Vermont,Wardsboro,Howie Hawkins,GRN,1.0
73501,2020,Vermont,Wardsboro,Brooke Paige,GOP,1.0
73517,2020,Vermont,Warren,Joe Biden,DEM,1039.0
73518,2020,Vermont,Warren,Donald Trump,REP,179.0
73519,2020,Vermont,Warren,Jo Jorgensen,LIB,17.0
73521,2020,Vermont,Warren,Kanye West,IND,4.0
73522,2020,Vermont,Warren,Howie Hawkins,GRN,3.0
73523,2020,Vermont,Warren,Brooke Paige,GOP,2.0
73524,2020,Vermont,Warren,Gary Swing,BFP,2.0
73525,2020,Vermont,Warren,Phil Collins,PRO,1.0
73526,2020,Vermont,Warren,Richard Duncan,IND,1.0
73527,2020,Vermont,Warren,Christopher LaFontaine,IND,1.0
73539,2020,Vermont,Washington,Joe Biden,DEM,306.0
73540,2020,Vermont,Washington,Donald Trump,REP,283.0
73541,2020,Vermont,Washington,Jo Jorgensen,LIB,7.0
73542,2020,Vermont,Washington,Brooke Paige,GOP,4.0
73543,2020,Vermont,Washington,Kanye West,IND,2.0
73545,2020,Vermont,Washington,Brian Carroll,ASP,1.0
73546,2020,Vermont,Washington,Howie Hawkins,GRN,1.0
73547,2020,Vermont,Washington,Christopher LaFontaine,IND,1.0
73548,2020,Vermont,Washington,Gloria La Riva,PSL,1.0
73549,2020,Vermont,Washington,Keith McCormic,BMP,1.0
73561,2020,Vermont,Waterbury,Joe Biden,DEM,2778.0
73562,2020,Vermont,Waterbury,Donald Trump,REP,621.0
73563,2020,Vermont,Waterbury,Jo Jorgensen,LIB,31.0
73565,2020,Vermont,Waterbury,Kanye West,IND,13.0
73566,2020,Vermont,Waterbury,Howie Hawkins,GRN,9.0
73567,2020,Vermont,Waterbury,Brooke Paige,GOP,8.0
73568,2020,Vermont,Waterbury,Christopher LaFontaine,IND,5.0
73569,2020,Vermont,Waterbury,Don Blankenship,CST,4.0
73570,2020,Vermont,Waterbury,Brian Carroll,ASP,3.0
73571,2020,Vermont,Waterbury,Alyson Kennedy,SWP,2.0
73572,2020,Vermont,Waterbury,Phil Collins,PRO,1.0
73573,2020,Vermont,Waterbury,Rocky De La Fuente,ALI,1.0
73574,2020,Vermont,Waterbury,Richard Duncan,IND,1.0
73575,2020,Vermont,Waterbury,Keith McCormic,BMP,1.0
73576,2020,Vermont,Waterbury,Brock Pierce,IND,1.0
73577,2020,Vermont,Waterbury,Gary Swing,BFP,1.0
73583,2020,Vermont,Waterford,Joe Biden,DEM,421.0
73584,2020,Vermont,Waterford,Donald Trump,REP,387.0
73585,2020,Vermont,Waterford,Jo Jorgensen,LIB,8.0
73586,2020,Vermont,Waterford,Brooke Paige,GOP,6.0
73588,2020,Vermont,Waterford,Brian Carroll,ASP,2.0
73589,2020,Vermont,Waterford,Kanye West,IND,2.0
73590,2020,Vermont,Waterford,Don Blankenship,CST,1.0
73591,2020,Vermont,Waterford,Richard Duncan,IND,1.0
73605,2020,Vermont,Waterville,Joe Biden,DEM,227.0
73606,2020,Vermont,Waterville,Donald Trump,REP,209.0
73607,2020,Vermont,Waterville,Jo Jorgensen,LIB,7.0
73609,2020,Vermont,Waterville,Brooke Paige,GOP,3.0
73610,2020,Vermont,Waterville,Kanye West,IND,2.0
73611,2020,Vermont,Waterville,Rocky De La Fuente,ALI,1.0
73612,2020,Vermont,Waterville,Christopher LaFontaine,IND,1.0
73627,2020,Vermont,Bolton,Joe Biden,DEM,537.0
73628,2020,Vermont,Bolton,Donald Trump,REP,218.0
73629,2020,Vermont,Bolton,Jo Jorgensen,LIB,6.0
73631,2020,Vermont,Bolton,Gloria La Riva,PSL,3.0
73632,2020,Vermont,Bolton,Brooke Paige,GOP,3.0
73633,2020,Vermont,Bolton,Brian Carroll,ASP,1.0
73634,2020,Vermont,Bolton,Howie Hawkins,GRN,1.0
73635,2020,Vermont,Bolton,Alyson Kennedy,SWP,1.0
73636,2020,Vermont,Bolton,Christopher LaFontaine,IND,1.0
73637,2020,Vermont,Bolton,Kanye West,IND,1.0
73649,2020,Vermont,Weathersfield,Joe Biden,DEM,1018.0
73650,2020,Vermont,Weathersfield,Donald Trump,REP,725.0
73651,2020,Vermont,Weathersfield,Jo Jorgensen,LIB,16.0
73652,2020,Vermont,Weathersfield,Howie Hawkins,GRN,9.0
73654,2020,Vermont,Weathersfield,Christopher LaFontaine,IND,6.0
73655,2020,Vermont,Weathersfield,Kanye West,IND,4.0
73656,2020,Vermont,Weathersfield,Brooke Paige,GOP,3.0
73657,2020,Vermont,Weathersfield,Don Blankenship,CST,1.0
73658,2020,Vermont,Weathersfield,Phil Collins,PRO,1.0
73659,2020,Vermont,Weathersfield,Alyson Kennedy,SWP,1.0
73660,2020,Vermont,Weathersfield,Kyle Kopitke,IAP,1.0
73671,2020,Vermont,Wells,Donald Trump,REP,416.0
73672,2020,Vermont,Wells,Joe Biden,DEM,315.0
73673,2020,Vermont,Wells,Howie Hawkins,GRN,3.0
73674,2020,Vermont,Wells,Jo Jorgensen,LIB,3.0
73675,2020,Vermont,Wells,Don Blankenship,CST,1.0
73676,2020,Vermont,Wells,Christopher LaFontaine,IND,1.0
73677,2020,Vermont,Wells,Brooke Paige,GOP,1.0
73678,2020,Vermont,Wells,Gary Swing,BFP,1.0
73679,2020,Vermont,Wells,Kanye West,IND,1.0
73693,2020,Vermont,West Fairlee,Joe Biden,DEM,219.0
73694,2020,Vermont,West Fairlee,Donald Trump,REP,125.0
73695,2020,Vermont,West Fairlee,Jo Jorgensen,LIB,4.0
73696,2020,Vermont,West Fairlee,Howie Hawkins,GRN,3.0
73697,2020,Vermont,West Fairlee,Kanye West,IND,3.0
73698,2020,Vermont,West Fairlee,Brooke Paige,GOP,2.0
73699,2020,Vermont,West Fairlee,Don Blankenship,CST,1.0
73715,2020,Vermont,Westfield,Joe Biden,DEM,190.0
73716,2020,Vermont,Westfield,Donald Trump,REP,146.0
73717,2020,Vermont,Westfield,Jo Jorgensen,LIB,5.0
73719,2020,Vermont,Westfield,Howie Hawkins,GRN,2.0
73720,2020,Vermont,Westfield,Christopher LaFontaine,IND,2.0
73737,2020,Vermont,Westford,Joe Biden,DEM,964.0
73738,2020,Vermont,Westford,Donald Trump,REP,413.0
73739,2020,Vermont,Westford,Jo Jorgensen,LIB,19.0
73740,2020,Vermont,Westford,Howie Hawkins,GRN,7.0
73741,2020,Vermont,Westford,Kanye West,IND,7.0
73743,2020,Vermont,Westford,Christopher LaFontaine,IND,3.0
73744,2020,Vermont,Westford,Richard Duncan,IND,2.0
73745,2020,Vermont,Westford,Brooke Paige,GOP,2.0
73746,2020,Vermont,Westford,Don Blankenship,CST,1.0
73747,2020,Vermont,Westford,Brian Carroll,ASP,1.0
73748,2020,Vermont,Westford,Phil Collins,PRO,1.0
73749,2020,Vermont,Westford,Gary Swing,BFP,1.0
73759,2020,Vermont,West Haven,Joe Biden,DEM,78.0
73760,2020,Vermont,West Haven,Donald Trump,REP,70.0
73761,2020,Vermont,West Haven,Jo Jorgensen,LIB,1.0
73762,2020,Vermont,West Haven,Christopher LaFontaine,IND,1.0
73763,2020,Vermont,West Haven,Kanye West,IND,1.0
73781,2020,Vermont,Westminster,Joe Biden,DEM,1303.0
73782,2020,Vermont,Westminster,Donald Trump,REP,429.0
73783,2020,Vermont,Westminster,Howie Hawkins,GRN,14.0
73784,2020,Vermont,Westminster,Jo Jorgensen,LIB,13.0
73785,2020,Vermont,Westminster,Kanye West,IND,7.0
73786,2020,Vermont,Westminster,Brooke Paige,GOP,6.0
73788,2020,Vermont,Westminster,Christopher LaFontaine,IND,5.0
73789,2020,Vermont,Westminster,Brian Carroll,ASP,1.0
73790,2020,Vermont,Westminster,Phil Collins,PRO,1.0
73791,2020,Vermont,Westminster,Brock Pierce,IND,1.0
73792,2020,Vermont,Westminster,Zachary Scalf,IND,1.0
73793,2020,Vermont,Westminster,Jerome Segal,BAR,1.0
73794,2020,Vermont,Westminster,Gary Swing,BFP,1.0
73803,2020,Vermont,Westmore,Joe Biden,DEM,126.0
73804,2020,Vermont,Westmore,Donald Trump,REP,102.0
73806,2020,Vermont,Westmore,Kanye West,IND,3.0
73807,2020,Vermont,Westmore,Howie Hawkins,GRN,2.0
73808,2020,Vermont,Westmore,Richard Duncan,IND,1.0
73809,2020,Vermont,Westmore,Jo Jorgensen,LIB,1.0
73810,2020,Vermont,Westmore,Christopher LaFontaine,IND,1.0
73825,2020,Vermont,Weston,Joe Biden,DEM,332.0
73826,2020,Vermont,Weston,Donald Trump,REP,114.0
73828,2020,Vermont,Weston,Kanye West,IND,2.0
73829,2020,Vermont,Weston,Brian Carroll,ASP,1.0
73830,2020,Vermont,Weston,Howie Hawkins,GRN,1.0
73831,2020,Vermont,Weston,Jo Jorgensen,LIB,1.0
73832,2020,Vermont,Weston,Christopher LaFontaine,IND,1.0
73833,2020,Vermont,Weston,Brooke Paige,GOP,1.0
73847,2020,Vermont,West Rutland,Donald Trump,REP,613.0
73848,2020,Vermont,West Rutland,Joe Biden,DEM,510.0
73849,2020,Vermont,West Rutland,Jo Jorgensen,LIB,17.0
73850,2020,Vermont,West Rutland,Kanye West,IND,8.0
73851,2020,Vermont,West Rutland,Brooke Paige,GOP,6.0
73852,2020,Vermont,West Rutland,Christopher LaFontaine,IND,3.0
73853,2020,Vermont,West Rutland,Howie Hawkins,GRN,2.0
73854,2020,Vermont,West Rutland,Gary Swing,BFP,2.0
73856,2020,Vermont,West Rutland,Phil Collins,PRO,1.0
73857,2020,Vermont,West Rutland,Blake Huber,APV,1.0
73858,2020,Vermont,West Rutland,Alyson Kennedy,SWP,1.0
73859,2020,Vermont,West Rutland,Keith McCormic,BMP,1.0
73869,2020,Vermont,Bradford,Joe Biden,DEM,893.0
73870,2020,Vermont,Bradford,Donald Trump,REP,549.0
73871,2020,Vermont,Bradford,Jo Jorgensen,LIB,12.0
73873,2020,Vermont,Bradford,Kanye West,IND,9.0
73874,2020,Vermont,Bradford,Howie Hawkins,GRN,5.0
73875,2020,Vermont,Bradford,Brooke Paige,GOP,5.0
73876,2020,Vermont,Bradford,Christopher LaFontaine,IND,4.0
73877,2020,Vermont,Bradford,Richard Duncan,IND,2.0
73878,2020,Vermont,Bradford,Gloria La Riva,PSL,2.0
73879,2020,Vermont,Bradford,Brock Pierce,IND,2.0
73880,2020,Vermont,Bradford,Brian Carroll,ASP,1.0
73891,2020,Vermont,West Windsor,Joe Biden,DEM,618.0
73892,2020,Vermont,West Windsor,Donald Trump,REP,200.0
73893,2020,Vermont,West Windsor,Jo Jorgensen,LIB,10.0
73894,2020,Vermont,West Windsor,Howie Hawkins,GRN,3.0
73895,2020,Vermont,West Windsor,Brooke Paige,GOP,3.0
73896,2020,Vermont,West Windsor,Jerome Segal,BAR,2.0
73897,2020,Vermont,West Windsor,Gary Swing,BFP,2.0
73898,2020,Vermont,West Windsor,Christopher LaFontaine,IND,1.0
73899,2020,Vermont,West Windsor,Kanye West,IND,1.0
73913,2020,Vermont,Weybridge,Joe Biden,DEM,517.0
73914,2020,Vermont,Weybridge,Donald Trump,REP,78.0
73915,2020,Vermont,Weybridge,Jo Jorgensen,LIB,5.0
73917,2020,Vermont,Weybridge,Gary Swing,BFP,2.0
73918,2020,Vermont,Weybridge,Kanye West,IND,2.0
73919,2020,Vermont,Weybridge,Brian Carroll,ASP,1.0
73920,2020,Vermont,Weybridge,Howie Hawkins,GRN,1.0
73921,2020,Vermont,Weybridge,Alyson Kennedy,SWP,1.0
73922,2020,Vermont,Weybridge,Brooke Paige,GOP,1.0
73935,2020,Vermont,Wheelock,Joe Biden,DEM,236.0
73936,2020,Vermont,Wheelock,Donald Trump,REP,200.0
73937,2020,Vermont,Wheelock,Jo Jorgensen,LIB,5.0
73938,2020,Vermont,Wheelock,Christopher LaFontaine,IND,4.0
73939,2020,Vermont,Wheelock,Kanye West,IND,2.0
73940,2020,Vermont,Wheelock,Howie Hawkins,GRN,1.0
73941,2020,Vermont,Wheelock,Keith McCormic,BMP,1.0
73942,2020,Vermont,Wheelock,Brooke Paige,GOP,1.0
73943,2020,Vermont,Wheelock,Brock Pierce,IND,1.0
73957,2020,Vermont,Whiting,Joe Biden,DEM,124.0
73958,2020,Vermont,Whiting,Donald Trump,REP,84.0
73959,2020,Vermont,Whiting,Christopher LaFontaine,IND,4.0
73961,2020,Vermont,Whiting,Phil Collins,PRO,1.0
73962,2020,Vermont,Whiting,Richard Duncan,IND,1.0
73963,2020,Vermont,Whiting,Jo Jorgensen,LIB,1.0
73964,2020,Vermont,Whiting,Brooke Paige,GOP,1.0
73979,2020,Vermont,Whitingham,Joe Biden,DEM,397.0
73980,2020,Vermont,Whitingham,Donald Trump,REP,340.0
73981,2020,Vermont,Whitingham,Jo Jorgensen,LIB,22.0
73982,2020,Vermont,Whitingham,Brooke Paige,GOP,5.0
73983,2020,Vermont,Whitingham,Christopher LaFontaine,IND,3.0
73985,2020,Vermont,Whitingham,Howie Hawkins,GRN,2.0
73986,2020,Vermont,Whitingham,Richard Duncan,IND,1.0
73987,2020,Vermont,Whitingham,Gary Swing,BFP,1.0
73988,2020,Vermont,Whitingham,Kanye West,IND,1.0
74001,2020,Vermont,Williamstown,Donald Trump,REP,923.0
74002,2020,Vermont,Williamstown,Joe Biden,DEM,858.0
74003,2020,Vermont,Williamstown,Jo Jorgensen,LIB,32.0
74005,2020,Vermont,Williamstown,Kanye West,IND,10.0
74006,2020,Vermont,Williamstown,Brooke Paige,GOP,9.0
74007,2020,Vermont,Williamstown,Christopher LaFontaine,IND,6.0
74008,2020,Vermont,Williamstown,Howie Hawkins,GRN,3.0
74009,2020,Vermont,Williamstown,Don Blankenship,CST,2.0
74010,2020,Vermont,Williamstown,Blake Huber,APV,2.0
74011,2020,Vermont,Williamstown,Phil Collins,PRO,1.0
74012,2020,Vermont,Williamstown,Richard Duncan,IND,1.0
74013,2020,Vermont,Williamstown,Gloria La Riva,PSL,1.0
74014,2020,Vermont,Williamstown,Brock Pierce,IND,1.0
74023,2020,Vermont,Williston,Joe Biden,DEM,4961.0
74024,2020,Vermont,Williston,Donald Trump,REP,1699.0
74025,2020,Vermont,Williston,Jo Jorgensen,LIB,60.0
74027,2020,Vermont,Williston,Kanye West,IND,31.0
74028,2020,Vermont,Williston,Brooke Paige,GOP,29.0
74029,2020,Vermont,Williston,Howie Hawkins,GRN,23.0
74030,2020,Vermont,Williston,Christopher LaFontaine,IND,13.0
74031,2020,Vermont,Williston,Brian Carroll,ASP,5.0
74032,2020,Vermont,Williston,Don Blankenship,CST,3.0
74033,2020,Vermont,Williston,Richard Duncan,IND,3.0
74034,2020,Vermont,Williston,Gloria La Riva,PSL,3.0
74035,2020,Vermont,Williston,Rocky De La Fuente,ALI,2.0
74036,2020,Vermont,Williston,Brock Pierce,IND,2.0
74037,2020,Vermont,Williston,Gary Swing,BFP,2.0
74038,2020,Vermont,Williston,Phil Collins,PRO,1.0
74039,2020,Vermont,Williston,Alyson Kennedy,SWP,1.0
74040,2020,Vermont,Williston,Keith McCormic,BMP,1.0
74045,2020,Vermont,Wilmington,Joe Biden,DEM,789.0
74046,2020,Vermont,Wilmington,Donald Trump,REP,341.0
74047,2020,Vermont,Wilmington,Jo Jorgensen,LIB,11.0
74048,2020,Vermont,Wilmington,Kanye West,IND,5.0
74049,2020,Vermont,Wilmington,Brooke Paige,GOP,2.0
74050,2020,Vermont,Wilmington,Brock Pierce,IND,2.0
74052,2020,Vermont,Wilmington,Don Blankenship,CST,1.0
74053,2020,Vermont,Wilmington,Kyle Kopitke,IAP,1.0
74054,2020,Vermont,Wilmington,Christopher LaFontaine,IND,1.0
