year,candidate_ID,candidate_votes,total_votes,county_state_ID
2016,c1,830.0,2025,417
2016,c2,5930.0,18901,418
2016,c1,12310.0,18901,418
2016,c2,1026.0,3763,419
2016,c1,2664.0,3763,419
2016,c2,12464.0,44121,420
2016,c1,30029.0,44121,420
2016,c2,4771.0,26757,421
2016,c1,20876.0,26757,421
2016,c2,1004.0,4016,422
2016,c1,2951.0,4016,422
2016,c2,62290.0,112142,423
2016,c1,45688.0,112142,423
2016,c2,594.0,1390,424
2016,c1,751.0,1390,424
2016,c2,1613.0,8252,425
2016,c1,6462.0,8252,425
2016,c2,25231.0,112043,426
2016,c1,80649.0,112043,426
2016,c2,29603.0,44976,427
2016,c1,12717.0,44976,427
2016,c2,697.0,1273,428
2016,c1,566.0,1273,428
2016,c2,78220.0,92859,429
2016,c1,12645.0,92859,429
2016,c2,686.0,2455,430
2016,c1,1727.0,2455,430
2016,c2,160121.0,330819,431
2016,c1,152912.0,330819,431
2016,c2,4094.0,13915,432
2016,c1,9588.0,13915,432
2016,c2,3463.0,13624,433
2016,c1,9898.0,13624,433
2016,c2,18887.0,64743,434
2016,c1,43085.0,64743,434
