county_state_ID,county_state
2183,"Lincoln,Oklahoma"
2184,"Logan,Oklahoma"
2185,"Love,Oklahoma"
2186,"McClain,Oklahoma"
2187,"McCurtain,Oklahoma"
2188,"McIntosh,Oklahoma"
2189,"Major,Oklahoma"
2190,"Marshall,Oklahoma"
2191,"Mayes,Oklahoma"
2192,"Murray,Oklahoma"
2193,"Muskogee,Oklahoma"
2194,"Noble,Oklahoma"
2195,"Nowata,Oklahoma"
2196,"Okfuskee,Oklahoma"
2197,"Oklahoma,Oklahoma"
2198,"Okmulgee,Oklahoma"
2199,"Osage,Oklahoma"
2200,"Ottawa,Oklahoma"
2201,"Pawnee,Oklahoma"
2202,"Payne,Oklahoma"
2203,"Pittsburg,Oklahoma"
2204,"Pontotoc,Oklahoma"
2205,"Pottawatomie,Oklahoma"
2206,"Pushmataha,Oklahoma"
2207,"Roger Mills,Oklahoma"
2208,"Rogers,Oklahoma"
2209,"Seminole,Oklahoma"
2210,"Sequoyah,Oklahoma"
2211,"Stephens,Oklahoma"
2212,"Texas,Oklahoma"
2213,"Tillman,Oklahoma"
2214,"Tulsa,Oklahoma"
2215,"Wagoner,Oklahoma"
2216,"Washington,Oklahoma"
2217,"Washita,Oklahoma"
2218,"Woods,Oklahoma"
2219,"Woodward,Oklahoma"
2220,"Baker,Oregon"
2221,"Benton,Oregon"
2222,"Clackamas,Oregon"
2223,"Clatsop,Oregon"
2224,"Columbia,Oregon"
2225,"Coos,Oregon"
2226,"Crook,Oregon"
2227,"Curry,Oregon"
2228,"Deschutes,Oregon"
2229,"Douglas,Oregon"
2230,"Gilliam,Oregon"
2231,"Grant,Oregon"
2232,"Harney,Oregon"
2233,"Hood River,Oregon"
2234,"Jackson,Oregon"
2235,"Jefferson,Oregon"
2236,"Josephine,Oregon"
2237,"Klamath,Oregon"
2238,"Lake,Oregon"
2239,"Lane,Oregon"
2240,"Lincoln,Oregon"
2241,"Linn,Oregon"
2242,"Malheur,Oregon"
2243,"Marion,Oregon"
2244,"Morrow,Oregon"
2245,"Multnomah,Oregon"
2246,"Polk,Oregon"
2247,"Sherman,Oregon"
2248,"Tillamook,Oregon"
2249,"Umatilla,Oregon"
2250,"Union,Oregon"
2251,"Wallowa,Oregon"
2252,"Wasco,Oregon"
2253,"Washington,Oregon"
2254,"Wheeler,Oregon"
2255,"Yamhill,Oregon"
2256,"Adams,Pennsylvania"
2257,"Allegheny,Pennsylvania"
2258,"Armstrong,Pennsylvania"
2259,"Beaver,Pennsylvania"
2260,"Bedford,Pennsylvania"
2261,"Berks,Pennsylvania"
2262,"Blair,Pennsylvania"
2263,"Bradford,Pennsylvania"
2264,"Bucks,Pennsylvania"
2265,"Butler,Pennsylvania"
2266,"Cambria,Pennsylvania"
2267,"Cameron,Pennsylvania"
2268,"Carbon,Pennsylvania"
2269,"Centre,Pennsylvania"
2270,"Chester,Pennsylvania"
2271,"Clarion,Pennsylvania"
2272,"Clearfield,Pennsylvania"
2273,"Clinton,Pennsylvania"
2274,"Columbia,Pennsylvania"
2275,"Crawford,Pennsylvania"
2276,"Cumberland,Pennsylvania"
2277,"Dauphin,Pennsylvania"
2278,"Delaware,Pennsylvania"
2279,"Elk,Pennsylvania"
2280,"Erie,Pennsylvania"
2281,"Fayette,Pennsylvania"
2282,"Forest,Pennsylvania"
2283,"Franklin,Pennsylvania"
2284,"Fulton,Pennsylvania"
2285,"Greene,Pennsylvania"
2286,"Huntingdon,Pennsylvania"
2287,"Indiana,Pennsylvania"
2288,"Jefferson,Pennsylvania"
2289,"Juniata,Pennsylvania"
2290,"Lackawanna,Pennsylvania"
2291,"Lancaster,Pennsylvania"
2292,"Lawrence,Pennsylvania"
2293,"Lebanon,Pennsylvania"
2294,"Lehigh,Pennsylvania"
2295,"Luzerne,Pennsylvania"
2296,"Lycoming,Pennsylvania"
2297,"McKean,Pennsylvania"
2298,"Mercer,Pennsylvania"
2299,"Mifflin,Pennsylvania"
2300,"Monroe,Pennsylvania"
2301,"Montgomery,Pennsylvania"
2302,"Montour,Pennsylvania"
2303,"Northampton,Pennsylvania"
2304,"Northumberland,Pennsylvania"
2305,"Perry,Pennsylvania"
2306,"Philadelphia,Pennsylvania"
2307,"Pike,Pennsylvania"
2308,"Potter,Pennsylvania"
2309,"Schuylkill,Pennsylvania"
2310,"Snyder,Pennsylvania"
2311,"Somerset,Pennsylvania"
2312,"Sullivan,Pennsylvania"
2313,"Susquehanna,Pennsylvania"
2314,"Tioga,Pennsylvania"
2315,"Union,Pennsylvania"
2316,"Venango,Pennsylvania"
2317,"Warren,Pennsylvania"
2318,"Washington,Pennsylvania"
2319,"Wayne,Pennsylvania"
2320,"Westmoreland,Pennsylvania"
2321,"Wyoming,Pennsylvania"
2322,"York,Pennsylvania"
2323,"Bristol,Rhode Island"
2324,"Kent,Rhode Island"
2325,"Newport,Rhode Island"
2326,"Providence,Rhode Island"
2327,"Washington,Rhode Island"
2328,"Abbeville,South Carolina"
2329,"Aiken,South Carolina"
2330,"Allendale,South Carolina"
2331,"Anderson,South Carolina"
2332,"Bamberg,South Carolina"
2333,"Barnwell,South Carolina"
2334,"Beaufort,South Carolina"
2335,"Berkeley,South Carolina"
2336,"Calhoun,South Carolina"
2337,"Charleston,South Carolina"
2338,"Cherokee,South Carolina"
2339,"Chester,South Carolina"
2340,"Chesterfield,South Carolina"
2341,"Clarendon,South Carolina"
2342,"Colleton,South Carolina"
2343,"Darlington,South Carolina"
2344,"Dillon,South Carolina"
2345,"Dorchester,South Carolina"
2346,"Edgefield,South Carolina"
2347,"Fairfield,South Carolina"
2348,"Florence,South Carolina"
2349,"Georgetown,South Carolina"
2350,"Greenville,South Carolina"
2351,"Greenwood,South Carolina"
2352,"Hampton,South Carolina"
2353,"Horry,South Carolina"
2354,"Jasper,South Carolina"
2355,"Kershaw,South Carolina"
2356,"Lancaster,South Carolina"
2357,"Laurens,South Carolina"
2358,"Lee,South Carolina"
2359,"Lexington,South Carolina"
2360,"McCormick,South Carolina"
2361,"Marion,South Carolina"
2362,"Marlboro,South Carolina"
2363,"Newberry,South Carolina"
2364,"Oconee,South Carolina"
2365,"Orangeburg,South Carolina"
2366,"Pickens,South Carolina"
2367,"Richland,South Carolina"
2368,"Saluda,South Carolina"
2369,"Spartanburg,South Carolina"
2370,"Sumter,South Carolina"
2371,"Union,South Carolina"
2372,"Williamsburg,South Carolina"
2373,"York,South Carolina"
2374,"Aurora,South Dakota"
2375,"Beadle,South Dakota"
2376,"Bennett,South Dakota"
2377,"Bon Homme,South Dakota"
2378,"Brookings,South Dakota"
2379,"Brown,South Dakota"
2380,"Brule,South Dakota"
2381,"Buffalo,South Dakota"
2382,"Butte,South Dakota"
2383,"Campbell,South Dakota"
2384,"Charles Mix,South Dakota"
2385,"Clark,South Dakota"
2386,"Clay,South Dakota"
2387,"Codington,South Dakota"
2388,"Corson,South Dakota"
2389,"Custer,South Dakota"
2390,"Davison,South Dakota"
2391,"Day,South Dakota"
2392,"Deuel,South Dakota"
2393,"Dewey,South Dakota"
2394,"Douglas,South Dakota"
2395,"Edmunds,South Dakota"
2396,"Fall River,South Dakota"
2397,"Faulk,South Dakota"
2398,"Grant,South Dakota"
2399,"Gregory,South Dakota"
2400,"Haakon,South Dakota"
2401,"Hamlin,South Dakota"
2402,"Hand,South Dakota"
2403,"Hanson,South Dakota"
2404,"Harding,South Dakota"
2405,"Hughes,South Dakota"
2406,"Hutchinson,South Dakota"
2407,"Hyde,South Dakota"
2408,"Jackson,South Dakota"
2409,"Jerauld,South Dakota"
2410,"Jones,South Dakota"
2411,"Kingsbury,South Dakota"
2412,"Lake,South Dakota"
2413,"Lawrence,South Dakota"
2414,"Lincoln,South Dakota"
2415,"Lyman,South Dakota"
2416,"McCook,South Dakota"
2417,"McPherson,South Dakota"
2418,"Marshall,South Dakota"
2419,"Meade,South Dakota"
2420,"Mellette,South Dakota"
2421,"Miner,South Dakota"
2422,"Minnehaha,South Dakota"
2423,"Moody,South Dakota"
2424,"Pennington,South Dakota"
2425,"Perkins,South Dakota"
2426,"Potter,South Dakota"
2427,"Roberts,South Dakota"
2428,"Sanborn,South Dakota"
2429,"Oglala Lakota,South Dakota"
2430,"Spink,South Dakota"
2431,"Stanley,South Dakota"
2432,"Sully,South Dakota"
2433,"Todd,South Dakota"
2434,"Tripp,South Dakota"
2435,"Turner,South Dakota"
2436,"Union,South Dakota"
2437,"Walworth,South Dakota"
2438,"Yankton,South Dakota"
2439,"Ziebach,South Dakota"
2440,"Anderson,Tennessee"
2441,"Bedford,Tennessee"
2442,"Benton,Tennessee"
2443,"Bledsoe,Tennessee"
2444,"Blount,Tennessee"
2445,"Bradley,Tennessee"
2446,"Campbell,Tennessee"
2447,"Cannon,Tennessee"
2448,"Carroll,Tennessee"
2449,"Carter,Tennessee"
2450,"Cheatham,Tennessee"
2451,"Chester,Tennessee"
2452,"Claiborne,Tennessee"
2453,"Clay,Tennessee"
2454,"Cocke,Tennessee"
2455,"Coffee,Tennessee"
2456,"Crockett,Tennessee"
2457,"Cumberland,Tennessee"
2458,"Davidson,Tennessee"
2459,"Decatur,Tennessee"
2460,"DeKalb,Tennessee"
2461,"Dickson,Tennessee"
2462,"Dyer,Tennessee"
2463,"Fayette,Tennessee"
2464,"Fentress,Tennessee"
2465,"Franklin,Tennessee"
2466,"Gibson,Tennessee"
2467,"Giles,Tennessee"
2468,"Grainger,Tennessee"
2469,"Greene,Tennessee"
2470,"Grundy,Tennessee"
2471,"Hamblen,Tennessee"
2472,"Hamilton,Tennessee"
2473,"Hancock,Tennessee"
2474,"Hardeman,Tennessee"
2475,"Hardin,Tennessee"
2476,"Hawkins,Tennessee"
2477,"Haywood,Tennessee"
2478,"Henderson,Tennessee"
2479,"Henry,Tennessee"
2480,"Hickman,Tennessee"
2481,"Houston,Tennessee"
2482,"Humphreys,Tennessee"
2483,"Jackson,Tennessee"
2484,"Jefferson,Tennessee"
2485,"Johnson,Tennessee"
2486,"Knox,Tennessee"
2487,"Lake,Tennessee"
2488,"Lauderdale,Tennessee"
2489,"Lawrence,Tennessee"
2490,"Lewis,Tennessee"
2491,"Lincoln,Tennessee"
2492,"Loudon,Tennessee"
2493,"McMinn,Tennessee"
2494,"McNairy,Tennessee"
2495,"Macon,Tennessee"
2496,"Madison,Tennessee"
2497,"Marion,Tennessee"
2498,"Marshall,Tennessee"
2499,"Maury,Tennessee"
2500,"Meigs,Tennessee"
2501,"Monroe,Tennessee"
2502,"Montgomery,Tennessee"
2503,"Moore,Tennessee"
2504,"Morgan,Tennessee"
2505,"Obion,Tennessee"
2506,"Overton,Tennessee"
2507,"Perry,Tennessee"
2508,"Pickett,Tennessee"
2509,"Polk,Tennessee"
2510,"Putnam,Tennessee"
2511,"Rhea,Tennessee"
2512,"Roane,Tennessee"
2513,"Robertson,Tennessee"
2514,"Rutherford,Tennessee"
2515,"Scott,Tennessee"
2516,"Sequatchie,Tennessee"
2517,"Sevier,Tennessee"
2518,"Shelby,Tennessee"
2519,"Smith,Tennessee"
2520,"Stewart,Tennessee"
2521,"Sullivan,Tennessee"
2522,"Sumner,Tennessee"
2523,"Tipton,Tennessee"
2524,"Trousdale,Tennessee"
2525,"Unicoi,Tennessee"
2526,"Union,Tennessee"
2527,"Van Buren,Tennessee"
2528,"Warren,Tennessee"
2529,"Washington,Tennessee"
2530,"Wayne,Tennessee"
2531,"Weakley,Tennessee"
2532,"White,Tennessee"
2533,"Williamson,Tennessee"
2534,"Wilson,Tennessee"
2535,"Anderson,Texas"
2536,"Andrews,Texas"
2537,"Angelina,Texas"
2538,"Aransas,Texas"
2539,"Archer,Texas"
2540,"Armstrong,Texas"
2541,"Atascosa,Texas"
2542,"Austin,Texas"
2543,"Bailey,Texas"
2544,"Bandera,Texas"
2545,"Bastrop,Texas"
2546,"Baylor,Texas"
2547,"Bee,Texas"
2548,"Bell,Texas"
2549,"Bexar,Texas"
2550,"Blanco,Texas"
2551,"Borden,Texas"
2552,"Bosque,Texas"
2553,"Bowie,Texas"
2554,"Brazoria,Texas"
2555,"Brazos,Texas"
2556,"Brewster,Texas"
2557,"Briscoe,Texas"
2558,"Brooks,Texas"
2559,"Brown,Texas"
2560,"Burleson,Texas"
2561,"Burnet,Texas"
2562,"Caldwell,Texas"
2563,"Calhoun,Texas"
2564,"Callahan,Texas"
2565,"Cameron,Texas"
2566,"Camp,Texas"
2567,"Carson,Texas"
2568,"Cass,Texas"
2569,"Castro,Texas"
2570,"Chambers,Texas"
2571,"Cherokee,Texas"
2572,"Childress,Texas"
2573,"Clay,Texas"
2574,"Cochran,Texas"
2575,"Coke,Texas"
2576,"Coleman,Texas"
2577,"Collin,Texas"
2578,"Collingsworth,Texas"
2579,"Colorado,Texas"
2580,"Comal,Texas"
2581,"Comanche,Texas"
2582,"Concho,Texas"
2583,"Cooke,Texas"
2584,"Coryell,Texas"
2585,"Cottle,Texas"
2586,"Crane,Texas"
2587,"Crockett,Texas"
2588,"Crosby,Texas"
2589,"Culberson,Texas"
2590,"Dallam,Texas"
2591,"Dallas,Texas"
2592,"Dawson,Texas"
2593,"Deaf Smith,Texas"
2594,"Delta,Texas"
2595,"Denton,Texas"
2596,"Dewitt,Texas"
2597,"Dickens,Texas"
2598,"Dimmit,Texas"
2599,"Donley,Texas"
2600,"Duval,Texas"
2601,"Eastland,Texas"
2602,"Ector,Texas"
2603,"Edwards,Texas"
2604,"Ellis,Texas"
2605,"El Paso,Texas"
2606,"Erath,Texas"
2607,"Falls,Texas"
2608,"Fannin,Texas"
2609,"Fayette,Texas"
2610,"Fisher,Texas"
2611,"Floyd,Texas"
2612,"Foard,Texas"
2613,"Fort Bend,Texas"
2614,"Franklin,Texas"
2615,"Freestone,Texas"
2616,"Frio,Texas"
2617,"Gaines,Texas"
2618,"Galveston,Texas"
2619,"Garza,Texas"
2620,"Gillespie,Texas"
2621,"Glasscock,Texas"
2622,"Goliad,Texas"
2623,"Gonzales,Texas"
2624,"Gray,Texas"
2625,"Grayson,Texas"
2626,"Gregg,Texas"
2627,"Grimes,Texas"
2628,"Guadalupe,Texas"
2629,"Hale,Texas"
2630,"Hall,Texas"
2631,"Hamilton,Texas"
2632,"Hansford,Texas"
2633,"Hardeman,Texas"
2634,"Hardin,Texas"
2635,"Harris,Texas"
2636,"Harrison,Texas"
2637,"Hartley,Texas"
2638,"Haskell,Texas"
2639,"Hays,Texas"
2640,"Hemphill,Texas"
2641,"Henderson,Texas"
2642,"Hidalgo,Texas"
2643,"Hill,Texas"
2644,"Hockley,Texas"
2645,"Hood,Texas"
2646,"Hopkins,Texas"
2647,"Houston,Texas"
2648,"Howard,Texas"
2649,"Hudspeth,Texas"
2650,"Hunt,Texas"
2651,"Hutchinson,Texas"
2652,"Irion,Texas"
2653,"Jack,Texas"
2654,"Jackson,Texas"
2655,"Jasper,Texas"
2656,"Jeff Davis,Texas"
2657,"Jefferson,Texas"
2658,"Jim Hogg,Texas"
2659,"Jim Wells,Texas"
2660,"Johnson,Texas"
2661,"Jones,Texas"
2662,"Karnes,Texas"
2663,"Kaufman,Texas"
2664,"Kendall,Texas"
2665,"Kenedy,Texas"
2666,"Kent,Texas"
2667,"Kerr,Texas"
2668,"Kimble,Texas"
2669,"King,Texas"
2670,"Kinney,Texas"
2671,"Kleberg,Texas"
2672,"Knox,Texas"
2673,"Lamar,Texas"
2674,"Lamb,Texas"
2675,"Lampasas,Texas"
2676,"La Salle,Texas"
2677,"Lavaca,Texas"
2678,"Lee,Texas"
2679,"Leon,Texas"
2680,"Liberty,Texas"
2681,"Limestone,Texas"
2682,"Lipscomb,Texas"
2683,"Live Oak,Texas"
2684,"Llano,Texas"
2685,"Loving,Texas"
2686,"Lubbock,Texas"
2687,"Lynn,Texas"
2688,"McCulloch,Texas"
2689,"McLennan,Texas"
2690,"McMullen,Texas"
2691,"Madison,Texas"
2692,"Marion,Texas"
2693,"Martin,Texas"
2694,"Mason,Texas"
2695,"Matagorda,Texas"
2696,"Maverick,Texas"
2697,"Medina,Texas"
2698,"Menard,Texas"
2699,"Midland,Texas"
2700,"Milam,Texas"
2701,"Mills,Texas"
2702,"Mitchell,Texas"
2703,"Montague,Texas"
2704,"Montgomery,Texas"
2705,"Moore,Texas"
2706,"Morris,Texas"
2707,"Motley,Texas"
2708,"Nacogdoches,Texas"
2709,"Navarro,Texas"
2710,"Newton,Texas"
2711,"Nolan,Texas"
2712,"Nueces,Texas"
2713,"Ochiltree,Texas"
2714,"Oldham,Texas"
2715,"Orange,Texas"
2716,"Palo Pinto,Texas"
2717,"Panola,Texas"
2718,"Parker,Texas"
2719,"Parmer,Texas"
2720,"Pecos,Texas"
2721,"Polk,Texas"
2722,"Potter,Texas"
2723,"Presidio,Texas"
2724,"Rains,Texas"
2725,"Randall,Texas"
2726,"Reagan,Texas"
2727,"Real,Texas"
2728,"Red River,Texas"
2729,"Reeves,Texas"
2730,"Refugio,Texas"
2731,"Roberts,Texas"
2732,"Robertson,Texas"
2733,"Rockwall,Texas"
2734,"Runnels,Texas"
2735,"Rusk,Texas"
2736,"Sabine,Texas"
2737,"San Augustine,Texas"
2738,"San Jacinto,Texas"
2739,"San Patricio,Texas"
2740,"San Saba,Texas"
2741,"Schleicher,Texas"
2742,"Scurry,Texas"
2743,"Shackelford,Texas"
2744,"Shelby,Texas"
2745,"Sherman,Texas"
2746,"Smith,Texas"
2747,"Somervell,Texas"
2748,"Starr,Texas"
2749,"Stephens,Texas"
2750,"Sterling,Texas"
2751,"Stonewall,Texas"
2752,"Sutton,Texas"
2753,"Swisher,Texas"
2754,"Tarrant,Texas"
2755,"Taylor,Texas"
2756,"Terrell,Texas"
2757,"Terry,Texas"
2758,"Throckmorton,Texas"
2759,"Titus,Texas"
2760,"Tom Green,Texas"
2761,"Travis,Texas"
2762,"Trinity,Texas"
2763,"Tyler,Texas"
2764,"Upshur,Texas"
2765,"Upton,Texas"
2766,"Uvalde,Texas"
2767,"Val Verde,Texas"
2768,"Van Zandt,Texas"
2769,"Victoria,Texas"
2770,"Walker,Texas"
2771,"Waller,Texas"
2772,"Ward,Texas"
2773,"Washington,Texas"
2774,"Webb,Texas"
2775,"Wharton,Texas"
2776,"Wheeler,Texas"
2777,"Wichita,Texas"
2778,"Wilbarger,Texas"
2779,"Willacy,Texas"
2780,"Williamson,Texas"
2781,"Wilson,Texas"
2782,"Winkler,Texas"
2783,"Wise,Texas"
2784,"Wood,Texas"
2785,"Yoakum,Texas"
2786,"Young,Texas"
2787,"Zapata,Texas"
2788,"Zavala,Texas"
2789,"Beaver,Utah"
2790,"Box Elder,Utah"
2791,"Cache,Utah"
2792,"Carbon,Utah"
2793,"Daggett,Utah"
2794,"Davis,Utah"
2795,"Duchesne,Utah"
2796,"Emery,Utah"
2797,"Garfield,Utah"
2798,"Grand,Utah"
2799,"Iron,Utah"
2800,"Juab,Utah"
2801,"Kane,Utah"
2802,"Millard,Utah"
2803,"Morgan,Utah"
2804,"Piute,Utah"
2805,"Rich,Utah"
2806,"Salt Lake,Utah"
2807,"San Juan,Utah"
2808,"Sanpete,Utah"
2809,"Sevier,Utah"
2810,"Summit,Utah"
2811,"Tooele,Utah"
2812,"Uintah,Utah"
2813,"Utah,Utah"
2814,"Wasatch,Utah"
2815,"Washington,Utah"
2816,"Wayne,Utah"
2817,"Weber,Utah"
2818,"Addison,Vermont"
2819,"Bennington,Vermont"
2820,"Caledonia,Vermont"
2821,"Chittenden,Vermont"
2822,"Essex,Vermont"
2823,"Franklin,Vermont"
2824,"Grand Isle,Vermont"
2825,"Lamoille,Vermont"
2826,"Orange,Vermont"
2827,"Orleans,Vermont"
2828,"Rutland,Vermont"
2829,"Washington,Vermont"
2830,"Windham,Vermont"
2831,"Windsor,Vermont"
2832,"Accomack,Virginia"
2833,"Albemarle,Virginia"
2834,"Alleghany,Virginia"
2835,"Amelia,Virginia"
2836,"Amherst,Virginia"
2837,"Appomattox,Virginia"
2838,"Arlington,Virginia"
2839,"Augusta,Virginia"
2840,"Bath,Virginia"
2841,"Bedford,Virginia"
2842,"Bland,Virginia"
2843,"Botetourt,Virginia"
2844,"Brunswick,Virginia"
2845,"Buchanan,Virginia"
2846,"Buckingham,Virginia"
2847,"Campbell,Virginia"
2848,"Caroline,Virginia"
2849,"Carroll,Virginia"
2850,"Charles City,Virginia"
2851,"Charlotte,Virginia"
2852,"Chesterfield,Virginia"
2853,"Clarke,Virginia"
2854,"Craig,Virginia"
2855,"Culpeper,Virginia"
2856,"Cumberland,Virginia"
2857,"Dickenson,Virginia"
2858,"Dinwiddie,Virginia"
2859,"Essex,Virginia"
2860,"Fairfax,Virginia"
2861,"Fauquier,Virginia"
2862,"Floyd,Virginia"
2863,"Fluvanna,Virginia"
2864,"Franklin,Virginia"
2865,"Frederick,Virginia"
2866,"Giles,Virginia"
2867,"Gloucester,Virginia"
2868,"Goochland,Virginia"
2869,"Grayson,Virginia"
2870,"Greene,Virginia"
2871,"Greensville,Virginia"
2872,"Halifax,Virginia"
2873,"Hanover,Virginia"
2874,"Henrico,Virginia"
2875,"Henry,Virginia"
2876,"Highland,Virginia"
2877,"Isle of Wight,Virginia"
2878,"James City,Virginia"
2879,"King and Queen,Virginia"
2880,"King George,Virginia"
2881,"King William,Virginia"
2882,"Lancaster,Virginia"
2883,"Lee,Virginia"
2884,"Loudoun,Virginia"
2885,"Louisa,Virginia"
2886,"Lunenburg,Virginia"
2887,"Madison,Virginia"
2888,"Mathews,Virginia"
2889,"Mecklenburg,Virginia"
2890,"Middlesex,Virginia"
2891,"Montgomery,Virginia"
2892,"Nelson,Virginia"
2893,"New Kent,Virginia"
2894,"Northampton,Virginia"
2895,"Northumberland,Virginia"
2896,"Nottoway,Virginia"
2897,"Orange,Virginia"
2898,"Page,Virginia"
2899,"Patrick,Virginia"
2900,"Pittsylvania,Virginia"
2901,"Powhatan,Virginia"
2902,"Prince Edward,Virginia"
2903,"Prince George,Virginia"
2904,"Prince William,Virginia"
2905,"Pulaski,Virginia"
2906,"Rappahannock,Virginia"
2907,"Richmond,Virginia"
2908,"Roanoke,Virginia"
2909,"Rockbridge,Virginia"
2910,"Rockingham,Virginia"
2911,"Russell,Virginia"
2912,"Scott,Virginia"
2913,"Shenandoah,Virginia"
2914,"Smyth,Virginia"
2915,"Southampton,Virginia"
2916,"Spotsylvania,Virginia"
2917,"Stafford,Virginia"
2918,"Surry,Virginia"
2919,"Sussex,Virginia"
2920,"Tazewell,Virginia"
2921,"Warren,Virginia"
2922,"Washington,Virginia"
2923,"Westmoreland,Virginia"
2924,"Wise,Virginia"
2925,"Wythe,Virginia"
2926,"York,Virginia"
2927,"Alexandria,Virginia"
2928,"Bristol,Virginia"
2929,"Buena Vista,Virginia"
2930,"Charlottesville,Virginia"
2931,"Chesapeake,Virginia"
2932,"Colonial Heights,Virginia"
2933,"Covington,Virginia"
2934,"Danville,Virginia"
2935,"Emporia,Virginia"
2936,"Falls Church,Virginia"
2937,"Fredericksburg,Virginia"
2938,"Galax,Virginia"
2939,"Hampton,Virginia"
2940,"Harrisonburg,Virginia"
2941,"Hopewell,Virginia"
2942,"Lexington,Virginia"
2943,"Lynchburg,Virginia"
2944,"Manassas,Virginia"
2945,"Manassas Park,Virginia"
2946,"Martinsville,Virginia"
2947,"Newport News,Virginia"
2948,"Norfolk,Virginia"
2949,"Norton,Virginia"
2950,"Petersburg,Virginia"
2951,"Poquoson,Virginia"
2952,"Portsmouth,Virginia"
2953,"Radford,Virginia"
2954,"Salem,Virginia"
2955,"Staunton,Virginia"
2956,"Suffolk,Virginia"
2957,"Virginia Beach,Virginia"
2958,"Waynesboro,Virginia"
2959,"Williamsburg,Virginia"
2960,"Winchester,Virginia"
2961,"Adams,Washington"
2962,"Asotin,Washington"
2963,"Benton,Washington"
2964,"Chelan,Washington"
2965,"Clallam,Washington"
2966,"Clark,Washington"
2967,"Columbia,Washington"
2968,"Cowlitz,Washington"
2969,"Douglas,Washington"
2970,"Ferry,Washington"
2971,"Franklin,Washington"
2972,"Garfield,Washington"
2973,"Grant,Washington"
2974,"Grays Harbor,Washington"
2975,"Island,Washington"
2976,"Jefferson,Washington"
2977,"King,Washington"
2978,"Kitsap,Washington"
2979,"Kittitas,Washington"
2980,"Klickitat,Washington"
2981,"Lewis,Washington"
2982,"Lincoln,Washington"
2983,"Mason,Washington"
2984,"Okanogan,Washington"
2985,"Pacific,Washington"
2986,"Pend Oreille,Washington"
2987,"Pierce,Washington"
2988,"San Juan,Washington"
2989,"Skagit,Washington"
2990,"Skamania,Washington"
2991,"Snohomish,Washington"
2992,"Spokane,Washington"
2993,"Stevens,Washington"
2994,"Thurston,Washington"
2995,"Wahkiakum,Washington"
2996,"Walla Walla,Washington"
2997,"Whatcom,Washington"
2998,"Whitman,Washington"
2999,"Yakima,Washington"
3000,"Barbour,West Virginia"
3001,"Berkeley,West Virginia"
3002,"Boone,West Virginia"
3003,"Braxton,West Virginia"
3004,"Brooke,West Virginia"
3005,"Cabell,West Virginia"
3006,"Calhoun,West Virginia"
3007,"Clay,West Virginia"
3008,"Doddridge,West Virginia"
3009,"Fayette,West Virginia"
3010,"Gilmer,West Virginia"
3011,"Grant,West Virginia"
3012,"Greenbrier,West Virginia"
3013,"Hampshire,West Virginia"
3014,"Hancock,West Virginia"
3015,"Hardy,West Virginia"
3016,"Harrison,West Virginia"
3017,"Jackson,West Virginia"
3018,"Jefferson,West Virginia"
3019,"Kanawha,West Virginia"
3020,"Lewis,West Virginia"
3021,"Lincoln,West Virginia"
3022,"Logan,West Virginia"
3023,"McDowell,West Virginia"
3024,"Marion,West Virginia"
3025,"Marshall,West Virginia"
3026,"Mason,West Virginia"
3027,"Mercer,West Virginia"
3028,"Mineral,West Virginia"
3029,"Mingo,West Virginia"
3030,"Monongalia,West Virginia"
3031,"Monroe,West Virginia"
3032,"Morgan,West Virginia"
3033,"Nicholas,West Virginia"
3034,"Ohio,West Virginia"
3035,"Pendleton,West Virginia"
3036,"Pleasants,West Virginia"
3037,"Pocahontas,West Virginia"
3038,"Preston,West Virginia"
3039,"Putnam,West Virginia"
3040,"Raleigh,West Virginia"
3041,"Randolph,West Virginia"
3042,"Ritchie,West Virginia"
3043,"Roane,West Virginia"
3044,"Summers,West Virginia"
3045,"Taylor,West Virginia"
3046,"Tucker,West Virginia"
3047,"Tyler,West Virginia"
3048,"Upshur,West Virginia"
3049,"Wayne,West Virginia"
3050,"Webster,West Virginia"
3051,"Wetzel,West Virginia"
3052,"Wirt,West Virginia"
3053,"Wood,West Virginia"
3054,"Wyoming,West Virginia"
3055,"Adams,Wisconsin"
3056,"Ashland,Wisconsin"
3057,"Barron,Wisconsin"
3058,"Bayfield,Wisconsin"
3059,"Brown,Wisconsin"
3060,"Buffalo,Wisconsin"
3061,"Burnett,Wisconsin"
3062,"Calumet,Wisconsin"
3063,"Chippewa,Wisconsin"
3064,"Clark,Wisconsin"
3065,"Columbia,Wisconsin"
3066,"Crawford,Wisconsin"
3067,"Dane,Wisconsin"
3068,"Dodge,Wisconsin"
3069,"Door,Wisconsin"
3070,"Douglas,Wisconsin"
3071,"Dunn,Wisconsin"
3072,"Eau Claire,Wisconsin"
3073,"Florence,Wisconsin"
3074,"Fond du Lac,Wisconsin"
3075,"Forest,Wisconsin"
3076,"Grant,Wisconsin"
3077,"Green,Wisconsin"
3078,"Green Lake,Wisconsin"
3079,"Iowa,Wisconsin"
3080,"Iron,Wisconsin"
3081,"Jackson,Wisconsin"
3082,"Jefferson,Wisconsin"
3083,"Juneau,Wisconsin"
3084,"Kenosha,Wisconsin"
3085,"Kewaunee,Wisconsin"
3086,"La Crosse,Wisconsin"
3087,"Lafayette,Wisconsin"
3088,"Langlade,Wisconsin"
3089,"Lincoln,Wisconsin"
